Date,Unnamed: 0,Open,High,Low,Close,Adj Close,Volume,Daily_Log_Return,mvAverageStrategy_T1,mvAverageStrategy_T2,trading_signal,liquidatePosition,deltacal,Stock_BUY_Sell
2021-11-26,40,1702.550048828125,1718.3499755859375,1684.0,1691.6500244140625,1691.6500244140625,4494181,1691.6500244140625,1759.2250122070313,1736.1466715494792,1.0,1.0,1687.9520239257813,-300.0
2021-11-29,41,1691.0,1712.0,1669.1500244140625,1696.3499755859375,1696.3499755859375,3942776,1696.3499755859375,1757.4500122070312,1737.1950073242188,1.0,1.0,1657.8170239257813,300.0
2021-11-30,42,1704.550048828125,1729.9000244140625,1700.050048828125,1712.6500244140625,1712.6500244140625,14808963,1712.6500244140625,1753.285009765625,1737.4116739908854,1.0,1.0,1662.4229760742187,0.0
2021-12-01,43,1715.0,1741.9000244140625,1713.0,1714.9000244140625,1714.9000244140625,5193264,1714.9000244140625,1744.9000122070313,1736.9833414713542,1.0,1.0,1678.3970239257812,0.0
2021-12-02,44,1715.0,1750.5,1711.3499755859375,1748.25,1748.25,5559574,1748.25,1737.4500122070312,1736.880008951823,1.0,1.0,1680.6020239257812,0.0
2021-12-03,45,1771.0999755859375,1786.6500244140625,1732.550048828125,1735.550048828125,1735.550048828125,6754012,1735.550048828125,1729.710009765625,1734.3050089518229,-1.0,1.0,1783.215,-600.0
2021-12-06,46,1730.0,1733.949951171875,1691.5,1695.300048828125,1695.300048828125,3991449,1695.300048828125,1725.7900146484376,1731.8416748046875,-1.0,1.0,1770.2610498046874,0.0
2021-12-07,47,1701.0999755859375,1724.9000244140625,1694.0,1711.6500244140625,1711.6500244140625,4202122,1711.6500244140625,1721.4050170898438,1729.615010579427,-1.0,1.0,1729.2060498046876,0.0
2021-12-08,48,1733.0,1759.800048828125,1732.5999755859375,1753.3499755859375,1753.3499755859375,3029169,1753.3499755859375,1714.99501953125,1727.670011393229,-1.0,1.0,1745.8830249023438,300.0
2021-12-09,49,1759.0,1769.4000244140625,1742.0,1763.449951171875,1763.449951171875,2082171,1763.449951171875,1712.47001953125,1727.3983439127603,-1.0,1.0,1788.4169750976562,-300.0
2021-12-10,50,1760.0,1763.75,1746.0,1759.25,1759.25,1823469,1759.25,1718.2050170898438,1728.9250081380208,-1.0,1.0,1798.7189501953126,0.0
2021-12-13,51,1767.050048828125,1771.3499755859375,1738.800048828125,1744.6500244140625,1744.6500244140625,4040584,1744.6500244140625,1722.310009765625,1730.9166748046875,-1.0,1.0,1794.435,0.0
2021-12-14,52,1730.9000244140625,1763.0,1710.3499755859375,1752.1500244140625,1752.1500244140625,4768144,1752.1500244140625,1729.0700073242188,1731.9266764322917,-1.0,1.0,1779.5430249023439,0.0
2021-12-15,53,1745.0,1747.949951171875,1721.199951171875,1734.199951171875,1734.199951171875,3053149,1734.199951171875,1733.9000122070313,1733.285009765625,1.0,1.0,1717.1070239257813,600.0
2021-12-16,54,1762.6500244140625,1777.5999755859375,1758.0,1771.5999755859375,1771.5999755859375,4481031,1771.5999755859375,1737.8500122070313,1736.0983439127604,1.0,1.0,1699.5159521484375,0.0
2021-12-17,55,1820.0,1842.0,1806.75,1820.8499755859373,1820.8499755859373,18887243,1820.8499755859373,1739.7800048828126,1737.2366739908855,1.0,1.0,1736.1679760742188,-300.0
2021-12-20,56,1801.699951171875,1829.6500244140625,1787.300048828125,1798.9000244140625,1798.9000244140625,5773891,1798.9000244140625,1742.1150024414062,1739.693339029948,1.0,1.0,1784.4329760742185,300.0
2021-12-21,57,1801.0,1838.0,1801.0,1811.5999755859373,1811.5999755859373,5353584,1811.5999755859373,1750.6449951171876,1743.638338216146,1.0,1.0,1762.922023925781,0.0
2021-12-22,58,1825.0,1829.1500244140625,1812.3499755859373,1824.699951171875,1824.699951171875,4156428,1824.699951171875,1761.0049926757813,1746.6450073242188,1.0,1.0,1775.3679760742184,0.0
2021-12-23,59,1831.25,1861.5999755859373,1827.0,1857.5999755859373,1857.5999755859373,4112933,1857.5999755859373,1770.9999877929688,1749.1150065104166,1.0,1.0,1788.2059521484375,0.0
2021-12-24,60,1872.949951171875,1875.75,1854.0,1863.5,1863.5,3780347,1863.5,1778.1349853515626,1751.8550048828124,1.0,1.0,1820.4479760742186,0.0
2021-12-27,61,1860.0,1874.5,1845.050048828125,1866.1500244140625,1866.1500244140625,2647733,1866.1500244140625,1787.5499877929688,1755.7700032552084,1.0,1.0,1826.23,0.0
2021-12-28,62,1880.699951171875,1890.0,1878.4000244140625,1885.5999755859373,1885.5999755859373,923764,1885.5999755859373,1797.9749877929687,1760.110001627604,1.0,1.0,1828.8270239257813,-300.0
