,BuypriceChangeBarrier,maxProftBarrier,delta,Total_Profit,Total_Brokerrage,Total_Transactions
1194,-0.081,0.004,0.008,62850,5350,107
1195,-0.081,0.003,0.008,54870,5650,113
1196,-0.081,0.002,0.008,44025,5700,114
1197,-0.081,0.01,0.007,35535,4400,88
1198,-0.081,0.009,0.007,64260,4450,89
1199,-0.081,0.008,0.007,58545,4550,91
1200,-0.081,0.007,0.007,52770,4650,93
1201,-0.081,0.006,0.007,46515,4750,95
1202,-0.081,0.005,0.007,63195,4950,99
1203,-0.081,0.004,0.007,65205,5350,107
1204,-0.081,0.003,0.007,49500,5450,109
1205,-0.081,0.002,0.007,38655,5500,110
1206,-0.081,0.01,0.006,16410,4400,88
1207,-0.081,0.009,0.006,45135,4450,89
1208,-0.081,0.008,0.006,45495,4550,91
1209,-0.081,0.007,0.006,39720,4650,93
1210,-0.081,0.006,0.006,33465,4750,95
1211,-0.081,0.005,0.006,50145,4950,99
1212,-0.081,0.004,0.006,39240,5050,101
1213,-0.081,0.003,0.006,46455,5050,101
1214,-0.081,0.002,0.006,35610,5100,102
1215,-0.091,0.01,0.02,14550,2950,59
1216,-0.091,0.009,0.02,18060,2950,59
1217,-0.091,0.008,0.02,14430,3050,61
1218,-0.091,0.007,0.02,12555,3250,65
1219,-0.091,0.006,0.02,11985,3350,67
1220,-0.091,0.005,0.02,14595,3450,69
1221,-0.091,0.004,0.02,12540,3850,77
1222,-0.091,0.003,0.02,4560,4050,81
1223,-0.091,0.002,0.02,9300,4050,81
1224,-0.091,0.01,0.019,14550,2950,59
1225,-0.091,0.009,0.019,18060,2950,59
1226,-0.091,0.008,0.019,14430,3050,61
1227,-0.091,0.007,0.019,12555,3250,65
1228,-0.091,0.006,0.019,11985,3350,67
1229,-0.091,0.005,0.019,14595,3450,69
1230,-0.091,0.004,0.019,12540,3850,77
1231,-0.091,0.003,0.019,4560,4050,81
1232,-0.091,0.002,0.019,9300,4050,81
1233,-0.091,0.01,0.018,14550,2950,59
1234,-0.091,0.009,0.018,18060,2950,59
1235,-0.091,0.008,0.018,14430,3050,61
1236,-0.091,0.007,0.018,12555,3250,65
1237,-0.091,0.006,0.018,11985,3350,67
1238,-0.091,0.005,0.018,14595,3450,69
1239,-0.091,0.004,0.018,12540,3850,77
1240,-0.091,0.003,0.018,4560,4050,81
1241,-0.091,0.002,0.018,9300,4050,81
1242,-0.091,0.01,0.017,14550,2950,59
1243,-0.091,0.009,0.017,18060,2950,59
1244,-0.091,0.008,0.017,14430,3050,61
1245,-0.091,0.007,0.017,12555,3250,65
1246,-0.091,0.006,0.017,11985,3350,67
1247,-0.091,0.005,0.017,14595,3450,69
1248,-0.091,0.004,0.017,12540,3850,77
1249,-0.091,0.003,0.017,4560,4050,81
1250,-0.091,0.002,0.017,9300,4050,81
1251,-0.091,0.01,0.016,19665,2950,59
1252,-0.091,0.009,0.016,23175,2950,59
1253,-0.091,0.008,0.016,19545,3050,61
1254,-0.091,0.007,0.016,17670,3250,65
1255,-0.091,0.006,0.016,17100,3350,67
1256,-0.091,0.005,0.016,19710,3450,69
1257,-0.091,0.004,0.016,17655,3850,77
1258,-0.091,0.003,0.016,9675,4050,81
1259,-0.091,0.002,0.016,10200,4100,82
1260,-0.091,0.01,0.015,19665,2950,59
1261,-0.091,0.009,0.015,23175,2950,59
1262,-0.091,0.008,0.015,19545,3050,61
1263,-0.091,0.007,0.015,17670,3250,65
1264,-0.091,0.006,0.015,17100,3350,67
1265,-0.091,0.005,0.015,19710,3450,69
1266,-0.091,0.004,0.015,17655,3850,77
1267,-0.091,0.003,0.015,9675,4050,81
1268,-0.091,0.002,0.015,10200,4100,82
1269,-0.091,0.01,0.014,28665,2950,59
1270,-0.091,0.009,0.014,32175,2950,59
1271,-0.091,0.008,0.014,28545,3050,61
1272,-0.091,0.007,0.014,26670,3250,65
1273,-0.091,0.006,0.014,26100,3350,67
1274,-0.091,0.005,0.014,28710,3450,69
1275,-0.091,0.004,0.014,26655,3850,77
1276,-0.091,0.003,0.014,18675,4150,83
1277,-0.091,0.002,0.014,19200,4200,84
1278,-0.091,0.01,0.013,36315,3200,64
1279,-0.091,0.009,0.013,39825,3200,64
1280,-0.091,0.008,0.013,36195,3300,66
1281,-0.091,0.007,0.013,34320,3500,70
1282,-0.091,0.006,0.013,33750,3600,72
1283,-0.091,0.005,0.013,36360,3700,74
1284,-0.091,0.004,0.013,34305,4100,82
1285,-0.091,0.003,0.013,26325,4400,88
1286,-0.091,0.002,0.013,22635,4450,89
1287,-0.091,0.01,0.012,44760,3500,70
1288,-0.091,0.009,0.012,48270,3500,70
1289,-0.091,0.008,0.012,44640,3600,72
1290,-0.091,0.007,0.012,42765,3800,76
1291,-0.091,0.006,0.012,42195,3900,78
1292,-0.091,0.005,0.012,58875,4100,82
1293,-0.091,0.004,0.012,56820,4500,90
1294,-0.091,0.003,0.012,48840,4800,96
1295,-0.091,0.002,0.012,24450,4750,95
1296,-0.091,0.01,0.011,21120,3650,73
1297,-0.091,0.009,0.011,49845,3700,74
1298,-0.091,0.008,0.011,46215,3800,76
1299,-0.091,0.007,0.011,44340,4000,80
1300,-0.091,0.006,0.011,43770,4100,82
1301,-0.091,0.005,0.011,60450,4300,86
1302,-0.091,0.004,0.011,58395,4700,94
1303,-0.091,0.003,0.011,50415,5000,100
1304,-0.091,0.002,0.011,30240,4950,99
1305,-0.091,0.01,0.01,21120,3650,73
1306,-0.091,0.009,0.01,49845,3700,74
1307,-0.091,0.008,0.01,46215,3800,76
1308,-0.091,0.007,0.01,44340,4000,80
1309,-0.091,0.006,0.01,40410,4000,80
1310,-0.091,0.005,0.01,57090,4200,84
1311,-0.091,0.004,0.01,55035,4600,92
1312,-0.091,0.003,0.01,47055,4900,98
1313,-0.091,0.002,0.01,26880,4850,97
1314,-0.091,0.01,0.009,25215,3850,77
1315,-0.091,0.009,0.009,53940,3900,78
1316,-0.091,0.008,0.009,50310,4000,80
1317,-0.091,0.007,0.009,48435,4200,84
1318,-0.091,0.006,0.009,44505,4200,84
1319,-0.091,0.005,0.009,61185,4400,88
1320,-0.091,0.004,0.009,59130,4800,96
1321,-0.091,0.003,0.009,51150,5100,102
1322,-0.091,0.002,0.009,30975,5050,101
1323,-0.091,0.01,0.008,33180,4300,86
1324,-0.091,0.009,0.008,61905,4350,87
1325,-0.091,0.008,0.008,56190,4450,89
1326,-0.091,0.007,0.008,50415,4550,91
1327,-0.091,0.006,0.008,44160,4650,93
1328,-0.091,0.005,0.008,60840,4850,97
1329,-0.091,0.004,0.008,62850,5350,107
1330,-0.091,0.003,0.008,54870,5650,113
1331,-0.091,0.002,0.008,44025,5700,114
1332,-0.091,0.01,0.007,35535,4400,88
1333,-0.091,0.009,0.007,64260,4450,89
1334,-0.091,0.008,0.007,58545,4550,91
1335,-0.091,0.007,0.007,52770,4650,93
1336,-0.091,0.006,0.007,46515,4750,95
1337,-0.091,0.005,0.007,63195,4950,99
1338,-0.091,0.004,0.007,65205,5350,107
1339,-0.091,0.003,0.007,49500,5450,109
1340,-0.091,0.002,0.007,38655,5500,110
1341,-0.091,0.01,0.006,16410,4400,88
1342,-0.091,0.009,0.006,45135,4450,89
1343,-0.091,0.008,0.006,45495,4550,91
1344,-0.091,0.007,0.006,39720,4650,93
1345,-0.091,0.006,0.006,33465,4750,95
1346,-0.091,0.005,0.006,50145,4950,99
1347,-0.091,0.004,0.006,39240,5050,101
1348,-0.091,0.003,0.006,46455,5050,101
1349,-0.091,0.002,0.006,35610,5100,102
