,Strike Price,Expiry,underlying,identifier,OPEN_INT,changeinOpenInterest,pchangeinOpenInterest,totalTradedVolume,lib_impliedVolatility,lastPrice,change,pChange,totalBuyQuantity,totalSellQuantity,bidQty,bidprice,askQty,askPrice,Future_Prices,Symbol,INSTRUMENT,Close,Option Type,Date
1,8000.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE8000.00,2222.0,99.0,4.66321243523316,614.0,448.75,0.4,0.10000000000000003,33.33333333333335,14200.0,28200.0,950.0,0.3,750.0,0.4,17213.6,NIFTY,OPIDX,0.35,PE,2021-12-30 10:55:50
3,8500.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE8500.00,280.5,-12.0,-4.102564102564102,17.0,400.75,0.25,-0.15000000000000002,-37.50000000000001,5200.0,4300.0,3700.0,0.25,50.0,0.3,17213.6,NIFTY,OPIDX,0.275,PE,2021-12-30 10:55:50
8,9000.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE9000.00,3694.5,-31.0,-0.8321030734129647,420.0,363.94,0.2,-0.14999999999999997,-42.85714285714285,16550.0,25500.0,5250.0,0.2,3300.0,0.35,17213.6,NIFTY,OPIDX,0.275,PE,2021-12-30 10:55:50
9,9100.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE9100.00,288.5,8.0,2.8520499108734403,8.0,403.94,0.95,-409.05,-99.76829268292683,2500.0,5050.0,50.0,0.65,450.0,0.95,17213.6,NIFTY,OPIDX,0.8,PE,2021-12-30 10:55:50
10,9200.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE9200.00,171.5,5.0,3.003003003003003,9.0,370.55,0.4,-0.29999999999999993,-42.85714285714285,2100.0,5950.0,200.0,0.4,2750.0,0.65,17213.6,NIFTY,OPIDX,0.525,PE,2021-12-30 10:55:50
13,9700.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE9700.00,67.5,0.0,0.0,0.0,0.0,156.75,0.0,0.0,2050.0,4950.0,350.0,0.15,350.0,2.5,17213.6,NIFTY,OPIDX,1.325,PE,2021-12-30 10:55:50
17,10000.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE10000.00,4320.5,-60.0,-1.3697066544914964,196.0,312.49,0.25,-0.09999999999999998,-28.571428571428566,14850.0,12700.0,50.0,0.2,50.0,0.35,17213.6,NIFTY,OPIDX,0.275,PE,2021-12-30 10:55:50
20,10100.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE10100.00,18.5,-2.0,-9.75609756097561,3.0,338.3,0.85,0.04999999999999993,6.249999999999992,1200.0,3200.0,100.0,0.25,1500.0,0.8,17213.6,NIFTY,OPIDX,0.525,PE,2021-12-30 10:55:50
21,10200.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE10200.00,49.5,-3.0,-5.714285714285714,34.0,296.87,0.2,-0.2,-50.0,4200.0,750.0,150.0,0.25,50.0,0.4,17213.6,NIFTY,OPIDX,0.325,PE,2021-12-30 10:55:50
22,10300.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE10300.00,28.0,0.0,0.0,8.0,296.38,0.25,-0.44999999999999996,-64.28571428571428,4250.0,3800.0,350.0,0.25,1000.0,0.9,17213.6,NIFTY,OPIDX,0.575,PE,2021-12-30 10:55:50
23,10400.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE10400.00,189.5,8.0,4.40771349862259,354.0,291.11,0.25,-0.15000000000000002,-37.50000000000001,3800.0,4850.0,50.0,0.25,550.0,0.35,17213.6,NIFTY,OPIDX,0.3,PE,2021-12-30 10:55:50
26,10500.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE10500.00,11502.5,-61.0,-0.5275219440480823,756.0,281.28,0.2,-0.14999999999999997,-42.85714285714285,14350.0,8200.0,4050.0,0.2,50.0,0.45,17213.6,NIFTY,OPIDX,0.325,PE,2021-12-30 10:55:50
28,10600.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE10600.00,302.0,-1.0,-0.33003300330033003,147.0,270.62,0.15,-0.19999999999999998,-57.14285714285714,2550.0,4500.0,900.0,0.15,700.0,0.45,17213.6,NIFTY,OPIDX,0.3,PE,2021-12-30 10:55:50
30,10700.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE10700.00,197.0,1.0,0.5102040816326531,1.0,295.09,0.6,-0.09999999999999998,-14.285714285714283,4500.0,100.0,1000.0,0.15,50.0,0.6,17213.6,NIFTY,OPIDX,0.375,PE,2021-12-30 10:55:50
31,10800.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE10800.00,274.0,7.0,2.6217228464419478,108.0,289.68,0.6,0.09999999999999998,19.999999999999996,6400.0,5150.0,50.0,0.35,1450.0,0.6,17213.6,NIFTY,OPIDX,0.475,PE,2021-12-30 10:55:50
34,10900.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE10900.00,332.0,-46.0,-12.16931216931217,306.0,265.44,0.25,0.04999999999999999,24.999999999999993,17950.0,9350.0,4200.0,0.25,1000.0,0.6,17213.6,NIFTY,OPIDX,0.425,PE,2021-12-30 10:55:50
36,11000.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE11000.00,7627.0,-47.5,-0.6189328295002932,382.0,264.03,0.3,-0.25000000000000006,-45.45454545454546,40150.0,18200.0,300.0,0.3,4100.0,0.4,17213.6,NIFTY,OPIDX,0.35,PE,2021-12-30 10:55:50
41,11100.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE11100.00,51.0,3.0,6.25,63.0,255.48,0.25,-0.6,-70.58823529411765,1450.0,5400.0,150.0,0.3,950.0,0.85,17213.6,NIFTY,OPIDX,0.575,PE,2021-12-30 10:55:50
44,11300.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE11300.00,154.5,123.0,390.4761904761905,176.0,245.68,0.25,0.1,66.66666666666667,5400.0,9850.0,2300.0,0.25,700.0,0.5,17213.6,NIFTY,OPIDX,0.375,PE,2021-12-30 10:55:50
45,11400.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE11400.00,86.5,-32.0,-27.0042194092827,91.0,244.19,0.3,-0.6000000000000001,-66.66666666666667,7350.0,3350.0,650.0,0.3,650.0,0.45,17213.6,NIFTY,OPIDX,0.375,PE,2021-12-30 10:55:50
49,11500.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE11500.00,2630.0,52.0,2.017067494181536,243.0,244.78,0.4,-0.09999999999999998,-19.999999999999996,21350.0,12400.0,1500.0,0.3,1200.0,0.4,17213.6,NIFTY,OPIDX,0.35,PE,2021-12-30 10:55:50
51,11600.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE11600.00,1349.0,134.0,11.02880658436214,537.0,231.28,0.25,-0.30000000000000004,-54.545454545454554,5200.0,9700.0,1850.0,0.25,1550.0,0.45,17213.6,NIFTY,OPIDX,0.35,PE,2021-12-30 10:55:50
53,11700.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE11700.00,1739.0,-53.0,-2.9575892857142856,827.0,222.82,0.2,-0.35000000000000003,-63.63636363636363,16650.0,24050.0,4150.0,0.2,300.0,0.25,17213.6,NIFTY,OPIDX,0.225,PE,2021-12-30 10:55:50
61,12000.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE12000.00,3436.0,-125.0,-3.5102499297950014,857.0,220.55,0.4,-0.09999999999999998,-19.999999999999996,19350.0,12950.0,2400.0,0.3,2150.0,0.4,17213.6,NIFTY,OPIDX,0.35,PE,2021-12-30 10:55:50
65,12200.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE12200.00,119.0,-4.0,-3.252032520325203,30.0,203.45,0.25,-0.25,-50.0,3100.0,5750.0,600.0,0.25,50.0,0.6,17213.6,NIFTY,OPIDX,0.425,PE,2021-12-30 10:55:50
67,12300.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE12300.00,305.5,57.0,22.93762575452716,136.0,204.23,0.35,-0.30000000000000004,-46.15384615384615,18550.0,5900.0,2550.0,0.3,1500.0,0.5,17213.6,NIFTY,OPIDX,0.4,PE,2021-12-30 10:55:50
69,12400.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE12400.00,261.0,-82.0,-23.9067055393586,114.0,199.64,0.35,-0.20000000000000007,-36.36363636363637,8750.0,12650.0,900.0,0.35,350.0,0.55,17213.6,NIFTY,OPIDX,0.45,PE,2021-12-30 10:55:50
71,12500.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE12500.00,3322.0,-159.5,-4.581358609794629,1179.0,195.08,0.35,-0.15000000000000002,-30.000000000000004,45400.0,10450.0,2450.0,0.35,800.0,0.4,17213.6,NIFTY,OPIDX,0.375,PE,2021-12-30 10:55:50
76,12700.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE12700.00,164.0,24.0,17.142857142857142,43.0,188.08,0.4,-0.04999999999999999,-11.111111111111107,6650.0,7500.0,2750.0,0.4,150.0,0.75,17213.6,NIFTY,OPIDX,0.575,PE,2021-12-30 10:55:50
82,13000.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE13000.00,5668.0,-34.0,-0.5962820063135742,1152.0,174.63,0.4,-0.15000000000000002,-27.272727272727277,111450.0,35700.0,800.0,0.4,450.0,0.45,17213.6,NIFTY,OPIDX,0.42500000000000004,PE,2021-12-30 10:55:50
92,13500.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE13500.00,5927.0,136.5,2.35730938606338,1754.0,155.71,0.5,-0.050000000000000044,-9.090909090909099,67150.0,58250.0,100.0,0.4,400.0,0.5,17213.6,NIFTY,OPIDX,0.45,PE,2021-12-30 10:55:50
111,14000.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE14000.00,15106.0,-863.0,-5.404220677562778,2806.0,136.33,0.6,-0.050000000000000044,-7.692307692307699,99350.0,65750.0,50.0,0.45,2850.0,0.6,17213.6,NIFTY,OPIDX,0.525,PE,2021-12-30 10:55:50
122,14500.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE14500.00,11927.5,-1910.5,-13.806185865009395,5344.0,111.99,0.45,-0.3,-40.0,164950.0,46900.0,1050.0,0.45,50.0,0.6,17213.6,NIFTY,OPIDX,0.525,PE,2021-12-30 10:55:50
137,15000.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE15000.00,65812.5,-5323.5,-7.483552631578948,22293.0,96.77,0.8,-0.19999999999999996,-19.999999999999996,698950.0,103150.0,2350.0,0.7,1700.0,0.8,17213.6,NIFTY,OPIDX,0.75,PE,2021-12-30 10:55:50
140,15100.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE15100.00,3645.0,102.0,2.8789161727349706,3427.0,92.54,0.8,-0.25,-23.809523809523807,150600.0,56300.0,50.0,0.6,500.0,0.8,17213.6,NIFTY,OPIDX,0.7,PE,2021-12-30 10:55:50
153,15150.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE15150.00,16.0,-1.0,-5.882352941176471,107.0,86.36,0.5,-0.6000000000000001,-54.545454545454554,54400.0,41000.0,500.0,0.3,50.0,0.85,17213.6,NIFTY,OPIDX,0.575,PE,2021-12-30 10:55:50
162,15200.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE15200.00,6087.0,-458.0,-6.997708174178762,4731.0,85.82,0.6,-0.6,-50.0,219350.0,110100.0,1750.0,0.6,950.0,0.8,17213.6,NIFTY,OPIDX,0.7,PE,2021-12-30 10:55:50
170,15250.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE15250.00,141.0,-18.0,-11.320754716981131,140.0,87.27,0.9,-0.29999999999999993,-24.999999999999993,68350.0,43000.0,50.0,0.7,2000.0,1.05,17213.6,NIFTY,OPIDX,0.875,PE,2021-12-30 10:55:50
180,15300.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE15300.00,6692.0,-1230.0,-15.526382226710426,5806.0,84.11,0.8,-0.44999999999999996,-36.0,154550.0,29350.0,50.0,0.8,4500.0,0.9,17213.6,NIFTY,OPIDX,0.8500000000000001,PE,2021-12-30 10:55:50
188,15350.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE15350.00,127.0,-5.0,-3.787878787878788,139.0,81.47,0.75,-0.6499999999999999,-46.42857142857142,51050.0,50450.0,50.0,0.4,800.0,0.75,17213.6,NIFTY,OPIDX,0.575,PE,2021-12-30 10:55:50
191,15400.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE15400.00,12179.0,-675.0,-5.2512836471137385,8976.0,78.82,0.7,-0.6000000000000001,-46.15384615384615,145250.0,75900.0,5200.0,0.65,8550.0,0.9,17213.6,NIFTY,OPIDX,0.775,PE,2021-12-30 10:55:50
207,15450.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE15450.00,278.0,-1.0,-0.35842293906810035,256.0,76.75,0.7,-0.6000000000000001,-46.15384615384615,64100.0,41750.0,300.0,0.7,50.0,0.8,17213.6,NIFTY,OPIDX,0.75,PE,2021-12-30 10:55:50
218,15500.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE15500.00,47324.5,-5577.5,-10.543079656723753,25960.0,73.53,0.6,-0.6,-50.0,578150.0,105000.0,2200.0,0.6,150.0,0.8,17213.6,NIFTY,OPIDX,0.7,PE,2021-12-30 10:55:50
237,15550.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE15550.00,1801.0,1004.0,125.9723964868256,2273.0,73.13,0.75,-0.55,-42.30769230769231,76100.0,43450.0,100.0,0.7,50.0,1.0,17213.6,NIFTY,OPIDX,0.85,PE,2021-12-30 10:55:50
242,15600.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE15600.00,5490.0,-3038.0,-35.62382739212008,10902.0,71.05,0.75,-0.44999999999999996,-37.5,169400.0,49550.0,3350.0,0.7,1250.0,0.75,17213.6,NIFTY,OPIDX,0.725,PE,2021-12-30 10:55:50
248,15650.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE15650.00,222.0,-38.0,-14.615384615384615,1374.0,70.33,0.9,-0.45000000000000007,-33.333333333333336,65100.0,32900.0,100.0,0.7,1800.0,1.05,17213.6,NIFTY,OPIDX,0.875,PE,2021-12-30 10:55:50
263,15700.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE15700.00,8440.0,-2508.0,-22.908293752283523,13866.0,68.62,0.95,-0.3500000000000001,-26.923076923076927,152150.0,37750.0,50.0,0.7,1050.0,0.95,17213.6,NIFTY,OPIDX,0.825,PE,2021-12-30 10:55:50
271,15750.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE15750.00,925.0,-131.0,-12.405303030303031,812.0,66.11,0.9,-0.4,-30.76923076923077,82850.0,34300.0,500.0,0.55,50.0,1.2,17213.6,NIFTY,OPIDX,0.875,PE,2021-12-30 10:55:50
281,15800.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE15800.00,19335.0,-4153.0,-17.681369209809265,30503.0,64.75,1.0,-0.3500000000000001,-25.92592592592593,156250.0,56350.0,250.0,1.0,1450.0,1.2,17213.6,NIFTY,OPIDX,1.1,PE,2021-12-30 10:55:50
287,15850.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE15850.00,752.0,-223.0,-22.871794871794872,1927.0,59.76,0.65,-0.65,-50.0,95250.0,38250.0,2100.0,0.6,50.0,1.2,17213.6,NIFTY,OPIDX,0.8999999999999999,PE,2021-12-30 10:55:50
300,15900.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE15900.00,16934.0,-2101.0,-11.037562385080115,28035.0,61.16,1.1,-0.2999999999999998,-21.428571428571416,189250.0,86400.0,150.0,0.7,50.0,1.05,17213.6,NIFTY,OPIDX,0.875,PE,2021-12-30 10:55:50
308,15950.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE15950.00,641.0,-462.0,-41.885766092475066,2984.0,56.53,0.75,-0.8500000000000001,-53.125,79450.0,36850.0,150.0,0.75,50.0,1.1,17213.6,NIFTY,OPIDX,0.925,PE,2021-12-30 10:55:50
328,16000.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16000.00,76616.0,-13485.5,-14.967009428255912,170144.0,55.91,0.95,-0.75,-44.11764705882353,888600.0,411600.0,500.0,0.95,1750.0,1.0,17213.6,NIFTY,OPIDX,0.975,PE,2021-12-30 10:55:50
337,16050.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16050.00,2050.0,-1273.0,-38.308757147156186,4131.0,54.41,1.05,-0.7,-40.0,70900.0,31400.0,50.0,0.7,150.0,1.1,17213.6,NIFTY,OPIDX,0.9,PE,2021-12-30 10:55:50
346,16100.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16100.00,15673.0,-9977.0,-38.89668615984405,54633.0,51.97,1.0,-0.8999999999999999,-47.368421052631575,149200.0,45150.0,4550.0,1.0,1000.0,1.3,17213.6,NIFTY,OPIDX,1.15,PE,2021-12-30 10:55:50
355,16150.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16150.00,1776.0,-1129.0,-38.86402753872633,3513.0,50.41,1.1,-0.9499999999999997,-46.341463414634134,92000.0,36300.0,2150.0,0.9,1800.0,1.1,17213.6,NIFTY,OPIDX,1.0,PE,2021-12-30 10:55:50
365,16200.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16200.00,27981.0,-22330.0,-44.3839319433126,101397.0,48.25,1.1,-1.25,-53.191489361702125,188950.0,112000.0,8500.0,1.1,50.0,1.25,17213.6,NIFTY,OPIDX,1.175,PE,2021-12-30 10:55:50
369,16250.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16250.00,3694.0,-1834.0,-33.176555716353114,9283.0,47.05,1.3,-1.3,-50.0,53000.0,47050.0,100.0,1.05,750.0,1.3,17213.6,NIFTY,OPIDX,1.175,PE,2021-12-30 10:55:50
382,16300.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16300.00,34451.0,-24293.0,-41.354010622361436,142497.0,44.17,1.15,-1.65,-58.92857142857143,636650.0,88750.0,50.0,1.2,4850.0,1.5,17213.6,NIFTY,OPIDX,1.35,PE,2021-12-30 10:55:50
391,16350.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16350.00,4222.0,-3074.0,-42.13267543859649,14961.0,42.43,1.25,-1.85,-59.67741935483871,209700.0,46800.0,6500.0,1.15,100.0,1.4,17213.6,NIFTY,OPIDX,1.275,PE,2021-12-30 10:55:50
396,16400.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16400.00,39947.0,-70856.0,-63.947727047101615,296592.0,41.2,1.5,-2.0,-57.14285714285714,132100.0,210700.0,4850.0,1.45,12950.0,1.5,17213.6,NIFTY,OPIDX,1.475,PE,2021-12-30 10:55:50
408,16450.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16450.00,7131.0,-5902.0,-45.28504565334152,34451.0,39.78,1.75,-2.0,-53.333333333333336,4250.0,47100.0,50.0,1.45,200.0,1.8,17213.6,NIFTY,OPIDX,1.625,PE,2021-12-30 10:55:50
428,16500.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16500.00,122522.5,-15876.5,-11.471542424439482,426160.0,37.92,1.9,-2.4,-55.81395348837209,1533900.0,194450.0,1850.0,1.9,100.0,1.95,17213.6,NIFTY,OPIDX,1.9249999999999998,PE,2021-12-30 10:55:50
430,16550.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16550.00,7043.0,-2228.0,-24.031927515909825,37371.0,35.46,1.85,-2.7499999999999996,-59.78260869565217,90400.0,31050.0,100.0,1.8,2050.0,2.15,17213.6,NIFTY,OPIDX,1.975,PE,2021-12-30 10:55:50
444,16600.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16600.00,59514.0,-4831.0,-7.507964876835807,315099.0,34.45,2.4,-2.8000000000000003,-53.846153846153854,188300.0,127500.0,900.0,2.2,50.0,2.45,17213.6,NIFTY,OPIDX,2.325,PE,2021-12-30 10:55:50
452,16650.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16650.00,15533.0,-1631.0,-9.502446982055465,88518.0,31.82,2.3,-3.6500000000000004,-61.34453781512605,122200.0,57150.0,550.0,2.3,650.0,2.6,17213.6,NIFTY,OPIDX,2.45,PE,2021-12-30 10:55:50
460,16700.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16700.00,135798.0,65578.0,93.38934776416976,515879.0,30.62,2.95,-3.95,-57.2463768115942,621850.0,171500.0,50.0,2.95,250.0,3.15,17213.6,NIFTY,OPIDX,3.05,PE,2021-12-30 10:55:50
462,16750.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16750.00,17856.0,-4106.0,-18.69592933248338,159898.0,28.58,3.25,-4.75,-59.375,158100.0,120000.0,1150.0,3.25,50.0,3.45,17213.6,NIFTY,OPIDX,3.35,PE,2021-12-30 10:55:50
471,16800.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16800.00,94620.0,-8375.0,-8.131462692363707,633233.0,26.7,3.75,-5.85,-60.9375,260200.0,384350.0,2300.0,3.75,350.0,3.95,17213.6,NIFTY,OPIDX,3.85,PE,2021-12-30 10:55:50
481,16850.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16850.00,26781.0,3180.0,13.474005338756832,275243.0,24.92,4.5,-6.9,-60.526315789473685,186050.0,165600.0,50.0,4.4,50.0,4.5,17213.6,NIFTY,OPIDX,4.45,PE,2021-12-30 10:55:50
482,16900.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16900.00,83481.0,2116.0,2.600626805137344,790428.0,23.4,5.8,-8.05,-58.12274368231047,264150.0,507800.0,3350.0,5.7,3250.0,5.8,17213.6,NIFTY,OPIDX,5.75,PE,2021-12-30 10:55:50
491,16950.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE16950.00,35759.0,10220.0,40.01722855241004,367088.0,21.85,7.6,-9.4,-55.294117647058826,181150.0,164600.0,200.0,7.5,50.0,8.35,17213.6,NIFTY,OPIDX,7.925,PE,2021-12-30 10:55:50
515,17000.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE17000.00,191639.5,-6527.0,-3.293694948439822,1486605.0,20.77,11.0,-10.2,-48.113207547169814,768950.0,1058500.0,750.0,10.5,7750.0,11.0,17213.6,NIFTY,OPIDX,10.75,PE,2021-12-30 10:55:50
520,17050.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE17050.00,34595.0,1761.0,5.363342876286776,559193.0,19.21,15.0,-11.899999999999999,-44.237918215613384,188150.0,193850.0,350.0,14.5,450.0,15.45,17213.6,NIFTY,OPIDX,14.975,PE,2021-12-30 10:55:50
527,17100.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE17100.00,124639.0,20289.0,19.443219932918065,1623761.0,18.59,23.5,-11.600000000000001,-33.048433048433054,308400.0,668500.0,250.0,23.2,8950.0,23.5,17213.6,NIFTY,OPIDX,23.35,PE,2021-12-30 10:55:50
535,17150.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE17150.00,36964.0,14772.0,66.56452775775054,968520.0,17.99,36.05,-11.050000000000004,-23.46072186836519,191900.0,247650.0,2550.0,36.0,2650.0,37.0,17213.6,NIFTY,OPIDX,36.5,PE,2021-12-30 10:55:50
538,17200.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE17200.00,120697.0,16732.0,16.09387774731881,3026365.0,17.98,55.85,-7.299999999999997,-11.559778305621531,557050.0,655450.0,11200.0,55.85,50.0,55.95,17213.6,NIFTY,OPIDX,55.900000000000006,PE,2021-12-30 10:55:50
553,17250.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE17250.00,21667.0,5645.0,35.23280489327175,1278097.0,18.33,83.0,-0.7999999999999972,-0.9546539379474906,322250.0,153650.0,50.0,82.0,1700.0,83.0,17213.6,NIFTY,OPIDX,82.5,PE,2021-12-30 10:55:50
560,17300.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE17300.00,41764.0,3570.0,9.347017856207781,1143203.0,19.17,117.45,7.700000000000003,7.01594533029613,461900.0,149750.0,150.0,116.35,100.0,117.45,17213.6,NIFTY,OPIDX,116.9,PE,2021-12-30 10:55:50
566,17350.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE17350.00,2770.0,669.0,31.841980009519276,176153.0,20.96,159.0,18.099999999999994,12.845990063875085,89800.0,39500.0,750.0,158.2,1600.0,159.0,17213.6,NIFTY,OPIDX,158.6,PE,2021-12-30 10:55:50
569,17400.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE17400.00,12421.0,-950.0,-7.104928576770623,219895.0,23.9,205.9,27.5,15.414798206278027,89200.0,60900.0,300.0,205.0,100.0,206.0,17213.6,NIFTY,OPIDX,205.5,PE,2021-12-30 10:55:50
580,17450.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE17450.00,1324.0,245.0,22.706209453197406,13937.0,27.87,256.25,36.75,16.74259681093394,417550.0,22000.0,50.0,253.65,50.0,255.95,17213.6,NIFTY,OPIDX,254.8,PE,2021-12-30 10:55:50
588,17500.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE17500.00,29502.0,-644.0,-2.1362701519272873,66430.0,30.54,304.05,40.5,15.367103016505407,181650.0,43250.0,50.0,304.15,150.0,305.65,17213.6,NIFTY,OPIDX,304.9,PE,2021-12-30 10:55:50
607,17550.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE17550.00,395.0,-14.0,-3.4229828850855744,790.0,39.21,365.5,52.44999999999999,16.754512058776548,322750.0,28650.0,100.0,352.95,550.0,357.65,17213.6,NIFTY,OPIDX,355.29999999999995,PE,2021-12-30 10:55:50
614,17600.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE17600.00,5261.0,-673.0,-11.341422312099764,5247.0,36.86,403.0,46.44999999999999,13.027625858925813,60800.0,29150.0,450.0,402.7,50.0,404.8,17213.6,NIFTY,OPIDX,403.75,PE,2021-12-30 10:55:50
616,17650.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE17650.00,202.0,-12.0,-5.607476635514018,255.0,44.47,461.45,50.0,12.152144853566654,59250.0,24250.0,2100.0,451.55,200.0,455.85,17213.6,NIFTY,OPIDX,453.70000000000005,PE,2021-12-30 10:55:50
628,17700.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE17700.00,1678.0,-479.0,-22.20676866017617,1579.0,43.03,502.5,49.05000000000001,10.817069136619255,74150.0,28250.0,50.0,501.4,500.0,506.55,17213.6,NIFTY,OPIDX,503.975,PE,2021-12-30 10:55:50
631,17750.0,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021PE17750.00,301.0,-19.0,-5.9375,208.0,47.74,555.2,54.00000000000006,10.77414205905827,57650.0,30050.0,100.0,552.95,50.0,573.95,17213.6,NIFTY,OPIDX,563.45,PE,2021-12-30 10:55:50
