19990625 00:00,1233100,1257500,1231900,1233800,4388700
19990628 00:00,1240000,1247500,1221900,1227500,5758800
19990629 00:00,1230000,1253100,1227500,1243800,4829000
19990630 00:00,1248100,1320000,1243800,1296300,7517800
19990701 00:00,1300000,1313100,1280000,1310600,5701600
19990702 00:00,1308800,1321300,1295000,1321300,3450900
19990706 00:00,1325000,1338800,1308100,1310000,5402900
19990707 00:00,1310000,1335000,1306300,1330000,6300100
19990708 00:00,1325000,1355000,1321300,1336300,5825400
19990709 00:00,1340000,1374400,1338800,1371900,4643100
19990712 00:00,1374400,1386900,1353800,1370600,5041100
19990713 00:00,1357500,1391900,1357500,1383800,5554800
19990714 00:00,1383100,1385000,1361900,1372500,4475100
19990715 00:00,1380000,1381300,1343800,1364400,5496400
19990716 00:00,1363800,1375000,1353800,1360000,4743900
19990719 00:00,1365000,1388800,1336900,1343800,7352400
19990720 00:00,1320000,1369400,1260600,1278800,14129300
19990721 00:00,1275000,1297500,1268800,1288800,8354500
19990722 00:00,1276300,1285000,1235000,1238800,8499000
19990723 00:00,1240000,1254400,1226300,1247500,6778900
19990726 00:00,1236300,1251300,1227500,1233100,5393300
19990727 00:00,1250000,1263100,1235600,1261300,6327100
19990728 00:00,1263800,1286900,1258100,1285000,5229800
19990729 00:00,1262500,1266300,1246300,1253800,5615300
19990730 00:00,1259400,1266900,1228100,1258800,4045700
19990802 00:00,1240000,1260000,1217500,1221900,4450000
19990803 00:00,1227500,1231300,1181900,1192500,6744700
19990804 00:00,1200000,1219400,1180600,1186300,5619500
19990805 00:00,1200000,1240000,1175600,1230000,7196300
19990806 00:00,1220000,1270000,1210000,1236300,6071700
19990809 00:00,1236300,1244400,1211300,1220600,3942000
19990810 00:00,1215000,1225000,1189400,1194400,5730300
19990811 00:00,1201300,1237500,1198100,1233800,5374000
19990812 00:00,1237500,1238100,1210000,1211900,4819700
19990813 00:00,1227500,1245000,1220000,1234400,4307900
19990816 00:00,1250000,1278800,1245000,1273800,4734000
19990817 00:00,1285000,1285600,1265600,1283800,5059300
19990818 00:00,1283800,1296300,1235000,1235000,5949900
19990819 00:00,1238800,1248800,1212500,1226300,6906600
19990820 00:00,1243800,1243800,1210600,1218100,5712600
19990823 00:00,1227500,1248800,1223100,1243100,5803500
19990824 00:00,1233800,1236300,1210000,1218800,8325000
19990825 00:00,1220000,1240600,1208800,1225000,6324300
19990826 00:00,1226300,1258800,1220600,1228100,6183700
19990827 00:00,1250000,1251900,1227500,1241300,4153100
19990830 00:00,1242500,1256300,1226900,1227500,4663600
19990831 00:00,1243800,1260000,1228800,1246300,5913100
19990901 00:00,1256300,1285000,1255000,1273100,5939300
19990902 00:00,1265000,1267500,1242500,1256900,5508000
19990903 00:00,1283800,1297500,1280000,1288800,5177700
19990907 00:00,1288800,1326900,1283800,1318800,7212400
19990908 00:00,1315000,1339400,1307500,1307500,7152600
19990909 00:00,1325000,1365000,1312500,1348100,8277700
19990910 00:00,1375000,1376900,1343800,1346900,4981200
19990913 00:00,1346300,1355600,1323800,1325000,4350200
19990914 00:00,1320000,1335600,1319400,1332500,4536200
19990915 00:00,1340000,1350000,1320000,1320000,5444300
19990916 00:00,1320000,1323800,1295600,1300600,5951400
19990917 00:00,1313800,1314400,1237500,1253800,14286900
19990920 00:00,1265000,1307500,1260000,1306300,7401300
19990921 00:00,1287500,1296300,1262500,1270000,6967300
19990922 00:00,1271900,1272500,1243800,1251900,7889700
19990923 00:00,1275000,1278100,1214400,1218100,7339900
19990924 00:00,1205000,1248800,1204400,1247500,7283600
19990927 00:00,1266300,1271900,1213800,1230000,6835100
19990928 00:00,1230000,1247500,1216900,1239400,7071200
19990929 00:00,1220600,1228100,1200000,1201300,8355100
19990930 00:00,1210000,1222500,1196300,1206300,6358000
19991001 00:00,1210000,1210600,1155000,1176300,10324600
19991004 00:00,1180000,1196900,1167500,1195000,6827800
19991005 00:00,1220000,1232500,1190600,1220600,6094500
19991006 00:00,1222500,1227500,1190600,1191300,7751900
19991007 00:00,1191300,1191900,1150600,1163800,14142700
19991008 00:00,1150000,1150600,1110600,1134400,17696000
19991011 00:00,1135000,1166900,1131300,1142500,7542200
19991012 00:00,1140000,1148800,1108100,1109400,8005900
19991013 00:00,1108100,1108800,1050000,1051300,14782600
19991014 00:00,1065000,1095600,1046900,1065600,14020900
19991015 00:00,1064400,1088800,1038800,1075000,13485800
19991018 00:00,1080000,1090000,1046900,1066900,9504500
19991019 00:00,1070000,1085000,1054400,1065000,8957500
19991020 00:00,1086300,1130600,1078100,1126900,11112700
19991021 00:00,930000,947500,890000,910000,80741700
19991022 00:00,942500,946300,925000,936300,26754300
19991025 00:00,942500,951300,921300,939400,13438500
19991026 00:00,948800,960000,940600,950600,10914500
19991027 00:00,955000,956300,928100,938100,9666100
19991028 00:00,945000,953100,942500,948100,9333400
19991029 00:00,970000,990000,962500,983800,10677500
19991101 00:00,985000,988100,963800,967500,8916700
19991102 00:00,967500,968100,936900,946300,11099300
19991103 00:00,958800,959400,935000,944400,10225300
19991104 00:00,944400,944400,902500,915600,16554100
19991105 00:00,927500,929400,902500,902500,13512800
19991108 00:00,905000,938800,905000,938100,8328100
19991109 00:00,950600,955000,921300,931900,9369500
19991110 00:00,946300,969400,941300,969400,8547200
19991111 00:00,975000,975000,948800,950000,6980600
19991112 00:00,960000,962500,930000,956900,9248200
19991115 00:00,960000,963800,938800,940600,6127900
19991116 00:00,946300,950000,930000,945000,8376200
19991117 00:00,948800,948800,925000,930600,8073900
19991118 00:00,940000,982500,935600,976900,18473000
19991119 00:00,990000,1050000,980000,1038100,18830100
19991122 00:00,1055000,1084400,1036300,1075000,13402300
19991123 00:00,1088100,1098800,1061300,1062500,10409200
19991124 00:00,1050000,1050000,1018100,1038800,9500200
19991126 00:00,1059400,1060000,1041300,1050000,3109300
19991129 00:00,1049400,1049400,1033800,1041900,5413800
19991130 00:00,1036900,1045000,1021300,1032500,5491900
19991201 00:00,1025600,1044400,1022500,1037500,5151700
19991202 00:00,1034400,1063100,1033800,1053800,5875200
19991203 00:00,1098100,1128800,1076300,1120000,14265900
19991206 00:00,1130000,1165000,1125000,1160000,9887000
19991207 00:00,1170000,1191900,1154400,1168800,10735300
19991208 00:00,1162500,1210000,1155000,1183100,7906000
19991209 00:00,1205000,1221300,1122500,1136300,16024400
19991210 00:00,1116300,1119400,1075600,1090600,11918900
19991213 00:00,1081300,1127500,1065600,1104400,6746700
19991214 00:00,1101900,1101900,1068800,1086300,7221700
19991215 00:00,1077500,1079400,1045000,1067500,9282500
19991216 00:00,1080000,1096900,1057500,1093800,6828400
19991217 00:00,1106900,1110600,1090000,1090600,7182400
19991220 00:00,1090600,1104400,1077500,1081900,4697000
19991221 00:00,1085000,1100600,1079400,1098800,4635100
19991222 00:00,1098800,1103100,1082500,1085000,4011300
19991223 00:00,1091300,1104400,1084400,1085000,4337500
19991227 00:00,1096900,1096900,1081300,1093800,3307700
19991228 00:00,1095600,1107500,1090600,1092500,3973000
19991229 00:00,1104400,1105000,1090000,1091300,2541900
19991230 00:00,1096900,1105000,1085600,1090000,3355800
19991231 00:00,1091900,1095000,1066300,1078800,2903100
20000103 00:00,1124400,1158100,1118800,1154400,9917000
