Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
19820507,2.21,1.55,1.55,2.42,1.69,2.4
19820514,0.58,0.18,0.04,0.16,-0.34,-0.53
19820521,-3.44,-1.87,-1.42,-3.79,-2.79,-2.22
19820528,-2.14,-1.17,-1.11,-2.88,-2.82,-2.52
19820604,-2.44,-1.06,-0.83,-2.66,-1.98,-1.02
19820611,-1.02,-0.65,-0.22,0.69,0.69,0.37
19820618,-3.51,-1.81,-1.13,-4.63,-2.71,-2.73
19820625,1.79,1.09,0.92,1.95,1.68,0.88
19820702,-1.13,-0.13,-0.11,-1.31,0.23,0.53
19820709,-0.51,0,0.17,0.64,-0.34,0.76
19820716,0.38,0.85,0.63,2.24,0.77,0.26
19820723,0.93,0.95,0.98,1.08,0.81,0.77
19820730,-2.85,-1.93,-1.43,-3.79,-3.1,-3.56
19820806,-3.04,-1.65,-1.27,-4.18,-2.07,-0.66
19820813,-4.07,-2.43,-1.94,-2.16,-0.38,1.02
19820820,5.26,3.85,3.96,7.77,8.12,9.11
19820827,7.68,4.97,3.44,8.32,5.27,2.39
19820903,1.88,3.27,2.07,5.29,4.08,3.23
19820910,0.31,0.66,0.75,-0.71,-0.17,-1.1
19820917,1.32,1.29,1.47,1.74,2.07,0.89
19820924,0.43,1.5,1.32,0.53,0.8,0.03
19821001,-1.38,-0.42,0.2,-1.41,-0.56,0.09
19821008,3.21,3.81,3.13,7.08,7.02,6.14
19821015,6.7,4.22,3.64,3.85,2.87,2.69
19821022,5.16,3.89,3.94,5.88,4.18,3.16
19821029,-0.5,-0.32,0.11,-2.95,-2.64,-1.5
19821105,6.08,6.35,5.98,7.58,6.52,6.86
19821112,3.79,3.75,4.11,0,-0.28,-1.14
19821119,-1.68,-0.42,0.1,-1.74,-1.4,-1.05
19821126,-0.83,0.01,0.42,-1.16,-1.66,-1.06
19821203,3.01,2.71,1.84,3.42,2.12,1.96
19821210,-0.07,0.44,0.37,0.42,-0.35,-0.83
19821217,-2.41,-1.84,-1.09,-2.51,-1.82,-0.35
19821223,1.49,1.07,1.03,1.58,1.29,2.52
19821231,2.23,2.06,1.22,0.82,0.94,1.16
19830107,6.99,4.16,3.75,2.73,3.89,3.56
19830114,6.08,3.41,3.09,1.86,1.09,1.49
19830121,1.52,0.84,0.24,-1.55,-1.78,-2.01
19830128,0.41,0.75,0.96,0.05,-0.2,0.56
19830204,2,2.46,2.11,1.72,1.32,2.16
19830211,2.45,2.38,2.61,1.82,1.29,0.54
19830218,1.64,1.86,2.16,0.99,1.2,0.28
19830225,-1.15,1.18,1.42,0.93,0.33,1.69
19830304,0.32,2.89,2.98,2.33,3.18,3.87
19830311,0.91,0.94,1.39,-1,-0.7,-0.89
19830318,-1.35,0.08,0.24,-1.75,-0.39,0.2
19830325,1.86,2.33,2.07,1.82,1.97,1.87
19830331,0.84,0.44,0.18,0.45,0.13,-0.76
19830408,-0.56,-0.12,0.26,-1.32,-0.19,-0.13
19830415,4.26,3.76,3.58,3.63,3.53,2.92
19830422,1.96,2.81,2.13,0.74,1.63,1.86
19830429,2.19,2.37,1.83,2.34,2.05,1.66
19830506,3.62,3.08,2.66,2.08,1.52,2.19
19830513,3.06,2.61,3.07,0.45,0.47,0.4
19830520,1.48,0.27,0.52,-0.18,-0.39,-1.28
19830527,5.08,3.05,3.15,2.77,2.31,1.55
19830603,1.41,1.08,1.19,0.45,0.22,-0.37
19830610,0.96,0.74,0.78,0.05,-0.48,-0.44
19830617,3.05,3.55,2.76,3.4,3.28,1.76
19830624,2.4,1.29,1.5,1.87,0.68,-0.4
19830701,-1.57,-0.79,-0.61,-1.52,-0.79,-1.19
19830708,0.04,0.8,0.9,-1.36,-0.94,-0.71
19830715,-2.15,-0.9,-0.61,-2.38,-1.48,-0.82
19830722,1.36,1.74,1.75,3.13,2.78,2.46
19830729,-4.69,-2.27,-1.22,-5.37,-3.16,-2.09
19830805,-2.63,-1.95,-1.79,-1.58,-1.07,-0.29
19830812,-0.67,-0.75,-0.49,0.04,0.61,0.46
19830819,0.21,0.61,0.64,-0.38,0.62,1.93
19830826,-2.36,-1.45,-0.63,-2.6,-0.93,-0.06
19830902,1.41,0.6,0.72,3.26,1.87,1.31
19830909,1.79,1.28,1.74,1.51,1.31,2.35
19830916,-2.03,-0.99,-0.16,-0.7,0,-0.08
19830923,0.25,1.03,0.65,2.55,2.3,2.22
19830930,-2.83,-1.15,-1.07,-2.08,-1.45,-1.78
19831007,-0.2,0.16,0.21,2.96,2.09,2.25
19831014,-2.16,-0.88,-0.33,-2.43,-1.02,-0.76
19831021,-4.27,-2.41,-1.16,-4.5,-2.18,-1.32
19831028,-2.09,-1.73,-1.3,-1.6,-0.87,-0.93
19831104,-1.72,-0.86,-0.85,-0.39,0.15,0
19831111,0.94,0.54,0.44,3.08,1.3,1.01
19831118,2.12,1.3,1.33,1.53,0.43,0.92
19831125,1.08,1.22,1.41,0.87,1.51,1.49
19831202,-0.4,0.14,0.37,-1.17,-0.52,-0.55
19831209,-1.81,-0.43,0.05,-0.87,-0.55,0.06
19831216,-1.9,-1.57,-0.45,-2.02,-1.26,-1.54
19831223,0,-0.01,0.42,0.55,0.05,0.19
19831230,0.58,1.07,0.44,1.32,1.06,1.21
19840106,4.62,3.42,2.78,3.01,3.2,3.24
19840113,0.45,0.71,1.22,-1.96,-0.64,-0.2
19840120,-1.02,0.3,0.46,-1.34,-1.05,-1.34
19840127,-2.81,-1.26,-0.18,-4.33,-1.39,-0.54
19840203,-3.73,-2.5,-1.74,-3.34,-1.83,-1.19
19840210,-5.04,-4.11,-3,-3.61,-3.94,-2.95
19840217,-1.32,-0.9,-0.58,-0.97,-0.87,-0.68
19840224,0.38,0.24,0.09,0.44,0.5,-0.02
19840302,2.01,1.86,1.89,1.8,1.93,2.39
19840309,-1.99,-1.01,-0.32,-4.05,-2.4,-1.83
19840316,1.6,1.57,1.12,4.3,2.93,2.35
19840323,-1.88,-0.68,-0.3,-2.6,-1.15,-1.13
19840330,0.27,0.39,0.76,1.7,1.3,1.16
19840406,-3.35,-1.9,-1.35,-3.56,-2.09,-2.22
19840413,-0.22,-0.38,-0.22,0.96,0.86,0.85
19840419,-0.06,0.38,0.02,0.63,0.03,0.41
19840427,0.55,0.67,0.44,2.21,0.64,-0.03
19840504,1.75,1.41,1.08,1.36,1.13,0.67
19840511,-0.55,-0.07,-0.03,-0.71,-0.07,-0.34
19840518,-2.36,-1.73,-1.3,-2.63,-2.53,-2.2
19840525,-3.89,-2.73,-2.25,-3.49,-3,-3.48
19840601,0.53,0.12,0.01,2.61,1.46,0.53
19840608,1.88,1.62,0.8,2.13,1.53,1.48
19840615,-2.18,-1.66,-1.35,-2.9,-3.07,-3.54
19840622,1.57,1.04,0.94,5.06,2.28,2
19840629,-0.47,-0.04,-0.17,-0.88,-0.71,-0.2
19840706,-1.22,-0.41,-0.57,-1.32,-0.76,-0.04
19840713,-1.51,-0.91,-0.37,-1.57,-0.92,-0.51
19840720,-2.33,-1.48,-0.73,-2.41,-1.31,-0.98
19840727,-1.57,-1.08,-1.13,2.21,-0.03,0.2
19840803,6.8,4.36,2.99,11.18,7.82,6.1
19840810,2.55,1.88,1.46,2.49,2.39,2.52
19840817,-0.5,-0.41,0.15,-1.54,-0.75,-0.04
19840824,1.32,1.25,1.58,1.54,2.23,2.15
19840831,0.33,0.98,1.09,-0.32,-0.02,-0.26
19840907,-0.84,-0.45,0.16,-1.26,-0.87,-0.56
19840914,1.04,1.52,1.09,2.14,2.14,2.85
19840921,-1.04,0.7,0.43,-2.08,-0.65,0.35
19840928,-1.5,-0.73,0.02,-1.24,-0.6,0.85
19841005,-2.02,-1.7,-0.97,-3.15,-1.81,-0.84
19841012,-0.15,-0.15,-0.03,0.77,0.73,1.48
19841019,0.49,0.85,0.43,3.84,2.25,1.63
19841026,-1.38,-0.82,-0.63,-2.38,-1.26,-1.69
19841102,-0.66,-0.1,0.46,1.04,1.32,1.65
19841109,-0.12,0.35,0.03,0.42,1.28,1.3
19841116,-2.36,-2.14,-1.25,-2.93,-2.07,-1.7
19841123,-0.83,-0.35,-0.38,1.02,0.88,1.32
19841130,-2.43,-0.92,-1.33,-2.1,-1.39,-0.7
19841207,-2.22,-1.81,-1.27,-1.05,-0.82,-0.64
19841214,0.18,-0.01,0.44,0.89,0.57,0.46
19841221,0.8,0.99,0.76,2.85,1.57,1.8
19841228,0.32,0.45,0.79,0.49,0.41,0.17
19850104,1.42,1.05,0.48,-1.02,-0.88,-0.57
19850111,3.01,2.49,1.78,3.74,2.62,2.25
19850118,5.09,3.72,2.73,3.99,2.68,2.21
19850125,4.26,3.22,2.09,4.66,3.58,2.56
19850201,2.61,2.06,2.38,0.67,1.06,0.84
19850208,4.62,4.19,2.89,3.12,2.51,2.27
19850215,1.55,1.36,0.86,0.11,0.1,0.3
19850222,-0.19,-0.06,0.12,-1.18,-0.96,-0.97
19850301,0.65,0.28,0.44,1.63,1.18,0.66
19850308,-0.95,-0.63,-0.19,-3.42,-2.03,-0.93
19850315,-1.88,-1.18,-0.46,-1.91,-1.33,-0.52
19850322,-0.5,-0.56,0.04,1.03,1.39,1.05
19850329,-0.08,-0.33,0.43,0.95,0.81,2.21
19850404,-0.95,-0.31,-0.12,-1.38,-0.93,-0.09
19850412,0,0.04,0.75,1.27,0.98,1.13
19850419,0.01,0.18,0.1,0.1,-0.09,0.46
19850426,-0.29,-0.06,0.02,0.1,0.46,0.85
19850503,-1.54,-0.87,-0.6,-2.11,-1.35,-0.52
19850510,2.07,1.21,0.98,3.46,2.67,2.58
19850517,0.42,0.83,0.44,2.16,1.65,1.97
19850524,0.4,0.53,0.28,0.56,0.61,-0.42
19850531,-0.42,0.12,-0.33,-0.02,0.77,0.76
19850607,-0.22,-0.18,0.18,0.62,0.68,0.63
19850614,-1.75,-0.69,-0.16,-2.29,-0.94,-0.5
19850621,-0.63,-0.02,0.01,1.16,1.01,1.02
19850628,2.09,1.39,0.83,3.07,1.31,0.67
19850705,0.42,1.18,0.46,0.43,1,1.03
19850712,0.49,0.58,0.71,0.49,0.76,1.26
19850719,1.32,1.44,1.73,1.79,1.2,0.99
19850726,0.6,-0.14,-0.5,-1.67,-1.99,-3
19850802,0.27,0.04,0.25,-0.39,-0.07,-0.05
19850809,-1.67,-1.03,-1.53,-2,-1.16,-1.09
19850816,-1.22,-0.81,-0.41,-1.44,-0.42,-0.56
19850823,-0.07,0.28,0.52,0.38,0.3,0.85
19850830,0.83,0.77,0.4,0.89,0.87,0.89
19850906,-1.36,-0.65,-0.41,-0.56,-0.34,-0.37
19850913,-3.09,-2.36,-2.31,-2.9,-2.47,-3.58
19850920,-1.65,-1.1,-0.86,-0.18,-0.6,-0.4
19850926,-1.68,-0.73,-0.88,-1.32,-0.5,-0.86
19851004,-0.28,0.48,0.25,-0.11,1.45,1.07
19851011,-0.62,-0.23,-0.02,1,0.58,0.7
19851018,1.64,1.54,0.43,2.43,2.19,1.2
19851025,-0.12,-0.11,0.11,0.35,0.03,0.6
19851101,0.79,0.71,0.62,1.83,1.93,1.91
19851108,1.24,1.35,1.5,2.36,2.01,1.26
19851115,1.48,1.68,1.81,2.36,2.13,1.7
19851122,1.38,1.18,1.01,1.79,2.03,1.29
19851129,0.63,0.8,0.66,0.68,0.32,0.2
19851206,0.55,0.85,-0.07,0.69,0.43,0.39
19851213,0.82,1.52,0.35,4.34,2.68,2.56
19851220,-0.56,-0.11,-0.02,-0.28,0.38,1.32
19851227,0.68,0.56,0.07,-0.61,-0.92,-0.33
19860103,2.82,2.63,2.98,0.25,0.77,1.4
19860110,0.05,-0.82,-0.18,-2.04,-1.37,-0.86
19860117,2.45,2.14,2.97,1.73,1.58,1.81
19860124,-0.22,-0.62,-0.02,-0.72,-0.53,-0.69
19860131,0.74,0.84,0.41,2.32,2.23,2.17
19860207,0.76,1,1.35,2.34,1.61,0.39
19860214,2.22,1.44,1.03,2.57,2.65,2.68
19860221,1.31,1.61,1.41,2.09,2,2.47
19860228,1.56,1.72,2.27,1.18,1.61,1.55
19860307,1,1.84,1.7,0.67,0.38,-0.43
19860314,1.75,2.34,2.72,4.18,3.47,4.16
19860321,0.79,1.02,1.01,-0.35,-0.02,-0.86
19860327,0.14,0.09,0.26,1.72,1.41,1.9
19860404,-0.72,-1.09,-1.09,-3.23,-2.64,-3.18
19860411,1.32,0.9,1.35,3.56,2.56,2.06
19860418,2.61,2.04,2.09,3.29,2.64,1.87
19860425,0.78,0.77,1.09,0.52,-0.52,-1.4
19860502,-1.46,-1.34,-1.41,-2.95,-2.75,-2.53
19860509,1.23,1.9,1.36,1.45,1.8,1.57
19860516,-0.81,-0.4,-0.6,-1.44,-1.5,-1.57
19860523,1.26,1.32,1.3,3.72,3.14,2.33
19860530,1.08,1.34,0.89,2.58,2.1,2.02
19860606,0.34,0.27,0.78,-0.74,-0.99,-0.87
19860613,0.13,0.32,0.66,0.4,-0.23,0.18
19860620,-1.27,-0.9,-0.66,-0.7,-0.11,0.18
19860627,0.38,0.15,1.24,1.72,1.58,1.75
19860703,1.08,0.88,0.4,1.67,1.73,1.13
19860711,-4.03,-3.18,-2.34,-5.14,-3.47,-1.6
19860718,-2.96,-2.2,-2.1,-3.16,-2.55,-1.6
19860725,-1.22,-0.63,-0.82,1.64,0.72,1.43
19860801,-2.83,-2.29,-1.64,-2.88,-2.25,-2.26
19860808,-1.07,-0.53,0.25,-0.18,0.7,1.45
19860815,2.47,2,1.28,4.76,4.81,4.64
19860822,-0.25,0.2,0.16,0.3,1.47,2
19860829,-0.16,0.32,0.71,0.59,1.08,1
19860905,-0.95,-0.11,0.33,-1.31,-0.32,-0.93
19860912,-7.28,-4.97,-4.21,-9,-7.79,-7.33
19860919,-0.05,-0.09,0.22,1.05,0.79,1.45
19860926,0.44,0.8,1.01,0.84,1.03,1.01
19861003,0.47,0.32,0.31,0.9,0.45,0.37
19861010,-0.33,-0.07,-0.58,1.21,0.65,0.57
19861017,0.38,0.75,0.15,1.72,0.85,0.8
19861024,0.46,0.23,-0.01,0.2,-0.09,0.23
19861031,1.73,1.19,0.73,2.11,2.29,2.4
19861107,0.35,0.68,0.39,1.11,0.6,0.98
19861114,-0.06,-0.13,0.18,-1.08,-0.47,-0.15
19861121,-1.76,-1.1,-1.01,-0.4,-0.76,-0.35
19861128,0.36,0.36,0.23,1.61,1.35,0.28
19861205,-0.01,-0.14,-0.68,1.21,1.38,0.82
19861212,-2.69,-1.65,-1.24,-2.45,-1.76,-1.18
19861219,-1.58,-0.18,-0.76,0.23,0.13,0.3
19861226,-0.54,-0.18,-0.07,-0.99,-0.84,-0.77
19870102,2.13,1.44,1.94,0.3,0.19,0
19870109,7.38,5.64,5.23,6.65,6.44,5.36
19870116,2.7,2.99,3.11,2.64,2.24,1.55
19870123,-0.38,0.04,0.22,1.24,0.18,0.48
19870130,0.09,0.46,0.78,1.08,0.91,0.8
19870206,4.31,3.62,3.34,4.13,3.21,3.01
19870213,2.06,1.28,1.35,1.02,0.36,-0.88
19870220,1.34,1.24,1.55,1.87,2.34,0.89
19870227,2.02,1,1.04,0.78,-0.06,-1.32
19870306,1.28,1.24,1.98,1.3,1.15,1.65
19870313,1.55,1.48,1.61,0.35,0.15,-0.41
19870320,1.18,1.39,1.94,2.23,2.15,1.42
19870327,0.3,0.31,1.02,-0.98,-0.71,-0.09
19870403,0.34,0.22,0.61,0.88,0.67,-0.31
19870410,-0.63,-0.69,-0.21,-2.24,-2.34,-3.08
19870416,-2.38,-1.78,-1.47,-2.58,-2.29,-0.8
19870424,-1.12,-0.84,-0.38,-2.66,-1.82,-1.53
19870501,0.48,0.61,0.46,1.92,1.89,1.96
19870508,1.05,0.83,1.9,1.3,1.04,2.55
19870515,-0.46,-0.16,0.75,-1.78,-1.57,-1.65
19870522,-1.94,-1.55,-0.97,-1.95,-2.34,-2.29
19870529,1.24,1.29,1.06,3.98,2.65,2.5
19870605,0.52,0.94,0.5,1.11,1.23,1.02
19870612,0.92,1.26,0.9,3.62,2.75,2.61
19870619,0.59,0.7,1.13,1.64,1.5,1.25
19870626,0.11,0.46,0.42,-0.44,0.12,-0.23
19870702,0.07,-0.03,0.43,-0.83,-0.53,-0.04
19870710,0.06,1.07,2.36,0.33,1.15,2.2
19870717,1.01,1.57,2.38,1.88,1.42,1.67
19870724,-0.95,-0.69,0.38,-1.35,-1.53,-2.16
19870731,1.59,1.1,1.12,3.61,2.86,2.25
19870807,0.59,0.86,1.3,1.9,1.81,0.51
19870814,-0.04,0.7,0.26,2.07,3.19,3.49
19870821,0.1,0.4,0.05,0.84,0.2,-0.09
19870828,-0.26,-0.11,-0.15,-1.59,-1.61,-2.2
19870904,-0.14,-0.53,-0.31,-3.1,-2.83,-2.41
19870911,0,-0.1,0.06,1.53,0.78,0.33
19870918,-0.95,-0.52,-0.75,-1.81,-1.48,-0.87
19870925,-0.19,0.2,0.13,0.66,0.92,1.35
19871002,0.32,1.26,0.62,2.76,3.03,2.58
19871009,-2.47,-1.88,-2.26,-4.97,-3.42,-2.99
19871016,-7.13,-6.21,-4.87,-9.91,-7.66,-6.32
19871023,-20.46,-18.32,-16.54,-16.33,-16.4,-12.77
19871030,-5.65,-4.43,-5.2,1.97,0.2,-1.02
19871106,1.3,1.31,1.96,0.15,1.15,2.04
19871113,-0.45,-0.62,-0.78,-1.91,-2.21,-1.43
19871120,-3.77,-2.68,-2.5,-1.92,-1.94,-1.9
19871127,0.05,0.15,0.08,0.94,1.21,0.97
19871204,-8.64,-6.44,-5.89,-8.72,-6.96,-6.23
19871211,0.31,0.73,-0.43,6.93,3.9,3.01
19871218,7.21,6.99,5.04,8.27,7.13,3.4
19871224,2.03,1.45,1.59,1.9,1.79,1.76
19871231,-0.39,-1.13,0.13,-1.29,-1.05,-1.08
19880108,6.97,4.92,5.71,-0.18,0.6,2.37
19880115,-0.1,0.32,-0.34,2.06,1.98,1.51
19880122,-0.11,0.28,0.51,-2.15,-0.78,0.34
19880129,2.23,1.87,2.6,3.87,4.24,3.36
19880205,-0.04,0.51,0.65,-0.83,0.28,-0.07
19880212,1.81,1.88,2.36,3.23,2.05,1.31
19880219,1.26,1.53,0.87,1.88,1.4,1.06
19880226,2.18,2.11,1.92,2.07,1.61,0.8
19880304,3.34,2.78,2.1,2.69,2.32,1.84
19880311,1.57,2.37,2.1,-0.04,-0.61,-0.21
19880318,1.54,1.43,2.01,2.06,1.9,2.42
19880325,-1.31,-1.09,-0.9,-2.86,-2.83,-2.43
19880331,0.8,1.17,0.83,-0.42,-0.23,-0.07
19880408,1.22,1.57,1.5,2.84,3.53,3.26
19880415,-1.85,-1.6,-1,-3.54,-3.17,-3.26
19880422,0.28,0.46,0.88,-0.24,0.01,0.11
19880429,1.79,1.72,1.44,0.48,0.59,0.5
19880506,-0.25,0.05,0.19,-1.08,-0.61,-0.51
19880513,-1.76,-1.26,-0.8,-1.21,-0.55,0.14
19880520,-1.66,-1.18,-0.35,-1.4,-1.32,-0.74
19880527,0.13,0.23,0.23,0.2,0.58,1.22
19880603,1.45,1.65,1.41,4.76,4.44,4
19880610,2,2.08,1.37,2.54,2.57,1.97
19880617,0.01,0.8,0.39,-0.63,0.1,0.27
19880624,1.23,0.84,0.91,1.46,1.62,1.69
19880701,1.16,1.23,1.21,0.05,-0.14,0.07
19880708,0.15,0.45,0.02,-0.75,-0.74,-0.4
19880715,0.51,0.19,0.21,-0.12,0.24,0.22
19880722,-0.8,-0.66,-0.24,-3.22,-2.25,-2.02
19880729,-0.13,0.55,-0.1,1.66,1.88,1.87
19880805,0.03,0.45,0.71,-0.08,0.37,0.79
19880812,-2.52,-1.79,-1.78,-3.17,-2.98,-2.44
19880819,-0.83,-0.38,-0.41,-0.36,-0.01,0.26
19880826,-0.34,-0.59,-0.18,-0.4,-0.22,0.24
19880902,0.56,0.34,0.96,1.07,1.93,1.64
19880909,1.07,1.17,1.01,1.77,0.67,0.82
19880916,0.88,0.54,0.55,0.77,1.45,1.15
19880923,0.16,0.31,0.05,-0.03,0.03,-0.08
19880930,0.01,0.4,0.4,0.88,0.88,0.93
19881007,-0.85,-0.58,0.09,1.61,2.02,1.76
19881014,-1.02,-0.31,-0.43,-0.77,-0.92,-0.93
19881021,0.34,0.44,0.42,2.16,1.64,1.59
19881028,-1.19,-0.7,-0.92,-2.51,-1.54,-0.45
19881104,-0.96,-0.52,-0.54,-0.82,-0.38,-0.08
19881111,-2.01,-1.4,-1.32,-2.77,-3.04,-2.24
19881118,-2.73,-2.14,-1.62,-0.7,-1.19,-0.95
19881125,-0.83,-0.35,-0.19,-0.19,0.1,0.39
19881202,1.49,1.17,0.67,2.77,1.76,1.3
19881209,0.25,0.77,0.15,0.9,1.06,0.77
19881216,-0.24,0.31,-0.01,-0.2,-0.28,-0.17
19881223,0.51,0.7,0.38,1.01,0.61,0.37
19881230,1.42,2.03,1.57,1.24,0.93,0.28
19890106,2.28,2.26,3.46,1.07,1.31,1.38
19890113,0.74,0.64,0.72,0.95,0.86,1.38
19890120,1.55,1.16,1.17,0.93,1.03,1.4
19890127,1.35,1.12,1,1.83,1.49,1.64
19890203,2.15,1.87,1.28,2.54,1.35,1.16
19890210,-0.67,-0.09,-0.12,-1.49,-0.66,-0.5
19890217,1.29,1.09,0.95,1.71,1.64,1.39
19890224,-1.41,-1.26,-1.14,-2.47,-2.17,-1.77
19890303,1.23,1.11,1.31,1.04,1.39,1.19
19890310,0.74,1.57,1.09,0.46,0.71,0.7
19890317,-0.74,-0.36,-0.07,-1.08,-0.53,-0.48
19890323,-0.46,-0.48,0.01,-0.94,-0.89,-0.86
19890331,0.39,1.63,1.01,1.83,1.72,2.01
19890407,0.12,0.34,0.68,0.98,1.34,1.25
19890414,0.75,1.14,1.02,2.18,1.11,0.74
19890421,1.29,0.96,1,2.03,1.55,1.6
19890428,0.89,0.76,0.87,0.6,0.62,0.38
19890505,0.96,0.93,0.61,0.54,0.18,-0.12
19890512,0.42,0.25,0.88,1.53,0.94,1.06
19890519,1.02,0.88,1.1,1.93,1.81,2.4
19890526,0.54,0.56,1.16,0.9,0.93,1.05
19890602,0.76,0.68,1.12,1.32,1.4,1.66
19890609,-0.29,0.56,1.09,0.58,0.72,1.24
19890616,-0.38,-0.66,-0.19,-1.83,-1.15,-0.88
19890623,-0.34,0.27,0.6,1.27,1.05,1.04
19890630,-2.47,-1.79,-1.25,-2.98,-2.41,-1.41
19890707,1.13,0.77,0.41,1.79,1.97,1.69
19890714,1.07,1.09,0.82,1.91,1.85,1.92
19890721,0.41,0.64,0.31,1.31,0.25,-0.34
19890728,-0.02,0.24,0.04,2.12,1.58,1.03
19890804,0.18,0.33,0.39,0.64,1.71,1.18
19890811,0.21,0.72,0.63,0.9,0.99,1.14
19890818,-0.21,0.17,-0.25,0.4,-0.1,-0.31
19890825,0.75,0.38,0.66,1.28,1.43,0.5
19890901,0.84,1.31,1.02,0.76,1.3,1.06
19890908,0.37,0.26,0.06,-1.23,-0.85,-0.58
19890915,-0.51,-1.08,-0.79,-1.64,-1.58,-0.89
19890922,-0.16,0.06,0.07,0.68,0.3,0.5
19890929,0.96,0.29,0.64,1.68,0.02,0.71
19891006,1.34,0.87,0.95,2.64,1.99,1.94
19891013,-3.62,-3.46,-2.63,-5.7,-5.66,-4.73
19891020,0.29,-0.57,-1.04,2.94,1.05,1.54
19891027,-2.41,-2.36,-2.08,-3.79,-3.84,-3.08
19891103,-0.07,0.03,-0.42,0.9,0.65,1.67
19891110,-0.11,-0.24,-0.59,0.71,-0.06,0.15
19891117,-0.11,0.3,-0.81,0.63,0.9,0.56
19891124,-0.67,-0.51,-0.23,0.49,-0.02,-0.29
19891201,-0.13,0.26,-0.35,1.36,1.23,1.13
19891208,-0.25,-0.11,-0.37,-0.01,-0.44,0.85
19891215,-1.66,-1.26,-1.19,-1.21,-0.96,-0.34
19891222,-1.03,-1.07,-1.27,-0.29,-0.15,-0.47
19891229,1.34,1.41,1.34,2.54,2.08,1.7
19900105,1.83,1.88,2.39,0.64,0.51,-0.55
19900112,-2.22,-2.3,-1.64,-3.71,-3.41,-2.96
19900119,-0.55,-0.29,-0.49,-0.44,-1.02,-1.3
19900126,-3.77,-3.12,-2.7,-4.23,-3.89,-3.75
19900202,-0.78,-0.01,-0.73,1.46,1.36,1.27
19900209,2.48,1.43,1.47,1.23,0.54,0.9
19900216,0.27,0.12,-0.01,-0.54,0.03,0.26
19900223,-1.88,-1.01,-0.22,-2.59,-1.77,-1.33
19900302,1.36,1.7,0.68,3.43,3.5,2.94
19900309,1.91,1.79,1.27,2.32,0.82,0.25
19900316,1.19,1.09,0.92,1.25,0.66,0.21
19900323,-0.27,-0.12,-0.38,-0.96,-1.53,-1.79
19900330,0.07,0.14,0.3,0.45,0.14,0.47
19900406,-0.04,-0.07,-0.82,0.23,-1.45,-1.28
19900412,0.82,0.17,-0.01,1.43,1.12,0.67
19900420,-1.41,-0.83,-0.99,-2.93,-2.79,-2.53
19900427,-0.92,-0.82,-0.44,-1.86,-1.87,-2.58
19900504,1.41,0.57,0,2.83,2.52,2.29
19900511,1.55,1.32,0.29,3.78,2.73,3.63
19900518,1.08,0.89,0.26,1.9,1.13,0.61
19900525,1.64,0.8,1.64,1.11,0.32,-0.22
19900601,1.44,1.62,0.8,2,2.18,1.68
19900608,-0.22,0.2,0.16,-1.01,0.4,0.42
19900615,1.83,1.03,0.91,1.25,-0.46,-0.68
19900622,-1.02,-0.89,-1.31,-1.32,-2.22,-2.08
19900629,1.09,0.73,0.15,0.95,-0.32,0.43
19900706,-0.01,-0.51,0.19,0.3,-0.7,-0.31
19900713,0.95,0.81,-0.02,2.71,1.68,0.86
19900720,-1.36,-1.12,-0.7,-2.31,-1.58,-1.93
19900727,-2.14,-1.25,-0.95,-2.62,-2.09,-1.08
19900803,-5.26,-4.21,-3.28,-4.78,-2.34,-3.2
19900810,-2.45,-2.49,-1.06,-2.54,-2.79,-2.24
19900817,-3.39,-2.83,-2.31,-2.67,-2.77,-2.08
19900824,-8.76,-6.25,-5.25,-6.49,-5,-4.46
19900831,3.81,3.42,2.14,4.8,3.4,2.79
19900907,0.14,0.19,-0.08,0.11,0.72,0.31
19900914,-0.98,-0.81,-1.3,-1.78,-2.04,-1.94
19900921,-3.02,-2.66,-1.98,-2.95,-2.51,-2.13
19900928,-5.59,-4.6,-3.47,-2.33,-3.9,-3.35
19901005,0.17,0.07,0.11,1.61,1.08,1.48
19901012,-4.87,-3.98,-3.73,-5.13,-4.55,-3.26
19901019,0.89,-0.06,0.15,3.83,2.36,2.46
19901026,-0.36,-0.28,-0.77,-0.6,-1.94,-2.23
19901102,-0.82,-0.56,-0.76,0.53,2.64,2.44
19901109,-0.69,0.52,0.19,1.73,1.48,0.78
19901116,2.52,1.87,0.83,3.11,3.2,2.57
19901123,0.1,0.06,-0.23,-0.45,-1.36,-1.3
19901130,2.17,1.57,0.99,3.39,3,2.18
19901207,1.43,1.79,2.28,3.36,3.42,3.85
19901214,-1.34,-0.87,-1.16,-0.21,-0.19,-0.77
19901221,-0.17,-0.5,-1.71,1.5,1.6,1.14
19901228,-0.55,-0.34,-1.03,-0.4,-0.71,-0.54
19910104,0.52,1.8,3.96,-1.64,-1.04,-1.02
19910111,-1.51,-1.38,-0.61,-1.92,-2.23,-2.46
19910118,0.75,0.72,0.59,5.13,3.71,4
19910125,4.93,4.46,3.98,2.91,3.16,2.93
19910201,6.66,6.61,5.53,4.22,3.74,2.56
19910208,6.05,5.38,6.03,5.3,5.79,5.23
19910215,4.51,3.19,3.43,2.66,2.44,3.34
19910222,1.24,0.94,1.38,-0.36,-1.02,-1.23
19910301,3.06,2.55,2.34,1.67,2.04,1.68
