Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
19910308,4.51,3.73,5.32,3,1.77,1.32
19910315,0.74,0.56,1.14,-1.69,-1.36,-0.03
19910322,1.31,1.1,0.36,-0.88,-1.37,-0.66
19910328,2.21,2.39,2.76,2.87,2.31,2.92
19910405,3.12,2.36,2.79,1.56,0.57,0.38
19910412,2.47,1.61,0.99,0.94,1.29,0.71
19910419,1.46,1.07,0.9,0.4,2.15,1.77
19910426,-0.6,-0.28,0.24,-1.71,-1.09,-1.6
19910503,0.01,0.36,0.3,-0.09,0.57,1.11
19910510,0.52,0.87,-0.05,-0.62,-0.27,-1.04
19910517,-2.06,-1.32,-0.28,-1.8,-1.3,-1.22
19910524,1.1,0.74,0.68,1.73,1.29,0.98
19910531,1.95,2.49,1.26,3.46,4.19,3.3
19910607,0.38,0.03,0.11,-1.87,-0.98,-0.38
19910614,-0.84,-0.11,-0.3,-0.23,-0.32,-0.2
19910621,-1.29,-1.43,-0.72,-1.13,-1.39,-1.21
19910628,-2.19,-1.29,-2.04,-1.89,-2.13,-1.68
19910705,-0.36,0.18,0.4,1.09,0.36,0.59
19910712,2.39,1.06,0.78,2.68,1.4,2.09
19910719,1.27,1.39,1.96,0.74,1.54,2.63
19910726,-0.92,0.02,-0.03,-1.16,-0.95,-0.63
19910802,1.77,0.97,0.87,2.16,1.44,1.06
19910809,0.14,0.26,1.02,0.08,0.53,0.15
19910816,0,1.42,0.4,-0.08,0.19,1.03
19910823,0.99,0.57,0.96,1.85,1.89,1.74
19910830,1.65,1.46,1.19,0.82,0.32,0.25
19910906,-0.55,-0.7,-0.23,-2.02,-1.35,-1.11
19910913,-0.02,-0.32,-0.22,-1.24,-1.01,-1.88
19910920,2.03,0.89,0.95,1.71,1.17,0.92
19910927,1.17,0.49,-0.26,-0.41,0.51,-0.39
19911004,-0.37,-0.33,-0.18,-0.89,-0.48,-1.05
19911011,-0.35,-0.25,-0.5,-0.87,-0.63,-0.16
19911018,2.84,2.36,1.74,3.79,2.86,3.88
19911025,-0.76,-0.55,-0.36,-2.63,-1.53,-1.75
19911101,2.95,1.75,1.94,2.41,2.1,2.34
19911108,2.43,0.77,1.92,0.8,0.88,1.25
19911115,-1.54,-1.38,-0.83,-1.99,-1.98,-1.98
19911122,-1.54,-1.6,-2.2,-1.33,-2.76,-2.95
19911129,-0.59,0.1,0.01,-0.26,-0.28,-1.08
19911206,0.39,-1.14,-0.74,1.9,0.58,0.22
19911213,-0.74,-0.47,-1.26,1.08,0.08,1.08
19911220,-0.91,-0.72,-1.36,-0.48,-0.22,-0.5
19911227,2.91,3.26,3.92,6.41,5.29,7.35
19920103,4.9,4.06,5.59,3.73,2.87,3.1
19920110,5.8,3.73,5.49,1.07,-0.09,1.12
19920117,6.8,3.76,5.93,1.37,2.67,4.12
19920124,1.79,1.52,2.82,-0.62,-0.61,-0.46
19920131,2.27,2.65,3.84,-1.28,-0.63,-0.26
19920207,3.42,2.13,3.34,1.31,0.93,2.04
19920214,1.39,1.68,3.06,0.48,1.48,1.46
19920221,-0.84,0.17,1.4,-1.15,0.19,1.63
19920228,0.87,0.78,1.14,0.3,-0.17,0.1
19920306,-0.5,-0.22,-0.08,-2.47,-1.25,-1.33
19920313,-0.12,0.32,0.72,0.09,0.08,-0.15
19920320,0.15,0.32,1.41,0.87,1.43,2.69
19920327,-2.07,-0.57,-0.98,-2.06,-1.5,-2.19
19920403,-2.5,-1.75,-1.35,-1.47,-1.49,-1.6
19920410,-1.81,-1.47,-1.2,0.23,0.27,0.45
19920416,-0.37,0.05,0.49,1.4,2.67,3.7
19920424,-2.67,-1.27,-0.31,-2.95,-0.85,-0.25
19920501,0.31,0.48,0.22,1.25,0.98,0.69
19920508,0.84,0.76,1.18,1.46,0.91,1.55
19920515,-1.54,-0.58,0.23,-2.06,-0.72,-0.92
19920522,-0.21,0.06,0.69,0.95,0.84,-0.07
19920529,-0.04,0.49,0.14,0.75,0.4,0.33
19920605,-0.34,0.46,1.01,-0.53,-0.11,0.35
19920612,-3,-1.32,-0.97,-1.65,-1.07,-0.65
19920619,-3.68,-2.68,-1.88,-2.24,-2.17,-1.35
19920626,-1.13,-0.93,-0.82,-0.43,-0.2,0.14
19920702,1.19,1.05,0.74,3.48,2.08,2.43
19920710,-0.16,-0.11,0.42,0.38,0.98,1.09
19920717,0.71,0.43,0.88,0.79,0.43,-0.74
19920724,-0.74,-0.39,-0.4,-0.99,-0.34,-0.15
19920731,2.24,2.27,2.5,3.61,2.95,2.36
19920807,-0.52,0.18,-0.24,-0.97,-0.94,-1.18
19920814,-0.19,0.06,-0.44,-0.19,-0.06,0.03
19920821,-1.37,-1.02,-0.97,-0.83,-0.96,-1.76
19920828,-0.97,-0.59,-0.36,0.42,-0.26,-0.59
19920904,1.7,1.14,0.86,1.52,0.76,0.29
19920911,1.09,0.66,0.3,1.41,0.64,0.3
19920918,0.15,0.94,0.54,0.84,0.41,0.55
19920925,-1.54,-0.66,-0.48,-2.39,-1.12,-0.92
19921002,-1.18,-0.63,0.03,-1.24,-0.48,-0.19
19921009,-1.16,-1.12,-0.33,-1,-1.55,-1.32
19921016,1.44,1.11,0.69,2.68,1.69,1.92
19921023,2.73,1.74,1.86,2.61,1.07,1.25
19921030,2.02,2.25,1.04,1.51,1.31,2.04
19921106,2.02,0.92,1.52,1.47,0.45,0.71
19921113,4.67,3.22,2.83,2.55,0.95,0.79
19921120,1.06,1.62,1.76,0.62,0.79,0.64
19921127,1.58,1.71,1.73,0.99,1.45,1.39
19921204,2.01,1.75,2.4,1.02,0.77,0.91
19921211,-0.49,0.78,0.34,-0.48,0.51,0.47
19921218,-0.51,0.23,0.51,0.71,1.29,1.26
19921224,0.53,0.4,1.28,-0.61,0.46,0.84
19921231,2.05,1.8,2.28,1.3,0.76,1.01
19930108,1.68,1.93,2.67,-1.61,-1.31,-1.1
19930115,2.16,2.42,2.34,1.94,2.15,2.5
19930122,1.73,2.21,2.42,0.06,0.54,1.91
19930129,0.24,0.99,1.48,-0.05,0.98,0.89
19930205,0.1,1.77,2.35,1.35,3.38,3.36
19930212,-0.4,0.13,-0.09,-1.77,-0.77,-0.86
19930219,-4.06,-2.23,-1.79,-4.77,-2.17,-1.28
19930226,-0.75,0.77,0.85,1.53,2,2.19
19930305,1.31,0.68,1.41,1.51,1.24,1.13
19930312,0.54,1.1,1.13,1.43,1.3,0.66
19930319,-0.06,0.23,0.42,-1.44,0.54,1.2
19930326,-0.97,-0.07,0.17,-0.67,0.1,-0.21
19930402,0.08,-0.52,0.31,-1.13,-1.1,-1.71
19930408,-1.72,-0.55,-0.79,-1.87,0.57,1.02
19930416,-0.5,0.45,1.38,0.31,2.28,2.54
19930423,0.3,0.01,-0.51,-0.69,-2.59,-2.9
19930430,0.31,0.07,0.27,0.87,0.33,-0.2
19930507,2.77,2.29,1.75,2.54,0.58,0.13
19930514,0.51,0.54,0.93,-0.01,-0.58,-0.79
19930521,1.26,0.39,0.93,1.96,1.23,0.35
19930528,1.21,1.42,1.12,0.42,1.23,1.88
19930604,1.51,1.23,0.67,-0.7,0.21,0.23
19930611,-0.73,-0.21,0.71,-1.42,-1.4,-0.8
19930618,0,0.48,-0.07,-0.77,-0.02,0.64
19930625,-0.49,-0.49,0.26,0.52,1.04,1.55
19930702,1.47,1.32,1.4,0.79,1.28,0.97
19930709,-0.18,0.42,1.13,-0.25,0.61,0.53
19930716,0.25,0.49,0.99,-0.35,-0.33,-0.16
19930723,-1.06,-0.84,-0.24,-0.64,-0.03,0.03
19930730,0.2,0.92,0.73,0.64,1.08,1.02
19930806,0.82,0.66,0.33,1.24,0.74,0.69
19930813,-0.08,0.61,0.24,-0.26,0.74,0.98
19930820,1.55,1.51,1.31,2.34,0.77,0.77
19930827,0.6,1.27,0.98,0.54,0.96,0.78
19930903,2.51,1.89,1.65,0.94,0.48,1.13
19930910,-0.69,-0.66,-0.1,-0.6,-0.15,-0.01
19930917,-0.21,0.44,0.46,-0.52,-0.75,-0.39
19930924,0.96,1.1,0.39,1.46,0.33,-0.54
19931001,2.16,1.6,2.46,0.41,1.59,1.12
19931008,0.86,1.22,1.54,-0.04,-0.31,-0.5
19931015,3.61,2.45,1.88,3.35,0.17,0.55
19931022,-1.15,-0.44,-0.33,-1.85,-1.25,-1.5
19931029,1.61,1.37,1.98,1.15,0.77,0.38
19931105,-1.32,-1.75,-1.49,-1.62,-2.11,-3.83
19931112,2.24,1.92,2.17,2.37,1.53,1.6
19931119,-3.05,-1.66,-1.04,-2.17,-1.59,-1.23
19931126,-0.57,-0.35,0.11,0.48,0.3,1.08
19931203,0.72,0.64,-0.18,1.57,0.75,0.35
19931210,-1.01,0.22,0.08,-0.37,0.52,0.4
19931217,-1.16,-0.73,-1.06,0.3,0.4,0.57
19931223,-0.97,-0.66,-0.33,0.04,0.34,0.05
19931231,2.76,2.71,2.24,1.85,1,0.81
19940107,2.88,2.13,2.85,-0.01,0.84,0.16
19940114,0.44,1.01,1.63,1.59,0.96,-0.07
19940121,1.01,1.05,1.1,0,0.03,-0.49
19940128,0.07,0.48,0.98,0.62,1.01,2.12
19940204,-2.49,-0.75,-0.23,-1.88,-0.94,-2.17
19940211,0.4,0.81,0.88,0.81,0.32,-0.46
19940218,0.61,0.63,0.69,0.1,0.02,-0.84
19940225,-0.93,-0.22,-0.46,-0.29,-0.24,-0.34
19940304,0.3,0.38,0.14,0.57,0.25,0.53
19940311,0.44,0.79,0.58,0.36,0.41,0.65
19940318,1.7,2.08,2.17,1.69,1.73,1.24
19940325,-1.21,-0.83,-0.2,-2.39,-1.65,-1.45
19940331,-5.94,-5.1,-4.3,-4.22,-4.44,-3.65
19940408,0.63,0.78,0.91,0.52,1.16,0.23
19940415,-2.84,-1.9,-1.03,-1.95,0.09,-0.02
19940422,-2.54,-1.35,-0.76,-0.63,-0.91,0.75
19940429,1.63,1.76,1.45,1.64,1.31,0.53
19940506,-0.11,-0.02,0.33,-0.22,-0.6,-1.8
19940513,-1.51,-1.14,-0.42,-2.03,-1.31,-2.83
19940520,0,0.61,0.59,1.9,1.82,2.3
19940527,0.93,0.8,0.59,0.73,0.91,1.55
19940603,0.33,0.8,0.83,1.02,1.03,0.91
19940610,-0.26,0.03,0.22,-0.7,0.17,-0.16
19940617,-0.95,-0.08,0.29,-0.57,0.5,-0.12
19940624,-4.85,-3.65,-2.57,-4.41,-3.77,-3.5
19940701,0.44,0.62,0.49,1.27,1.14,0.96
19940708,-0.47,-0.34,-0.31,0.66,0.86,0.65
19940715,1.76,1.48,1.48,1.89,1.32,1.53
19940722,0.1,-0.21,-0.19,-0.73,-0.16,0.3
19940729,0.37,0.16,0.95,0.48,0.87,0.63
19940805,-0.35,0.41,-0.21,-0.41,0.46,0.7
19940812,1.1,0.56,1.04,2.17,0.55,0.6
19940819,1.42,0.57,0.77,1.61,0.14,-0.23
19940826,2.06,1.75,1.17,2.83,1.73,1.59
19940902,0.52,1.15,1.03,-0.51,0.03,0.43
19940909,0.45,0.36,0.5,0.24,-0.49,-0.74
19940916,1.3,0.9,1.11,1.12,0.43,0.22
19940923,-1.09,-1.02,-0.56,-2.78,-2.36,-2.24
19940930,0.62,0.91,0.94,1.06,1.06,0.18
19941007,-1.87,-1.79,-1.14,-1.84,-1.33,-1.79
19941014,1.64,1.27,1.1,2.46,2.13,1.88
19941021,-0.62,-0.24,0.06,-0.54,-0.87,-0.84
19941028,0.56,0.92,0.04,1.79,1.2,0.76
19941104,-0.13,-0.38,-0.32,-1.32,-1.45,-1.56
19941111,-1.25,-0.93,-0.55,-0.63,-0.98,-1.2
19941118,-0.44,-0.57,-0.62,-0.24,-0.73,-1.67
19941125,-2.62,-2.05,-1.54,-2.94,-1.46,-1.41
19941202,-0.57,-0.21,0.04,0.08,0.1,0.57
19941209,-4.09,-2.98,-2.52,-2.59,-1.65,-1.54
19941216,-0.11,0.89,1.02,2.79,2.55,2.62
19941223,0.63,0.81,0.4,1.34,0.48,0.46
19941230,1.1,1.07,1.08,0.79,0.24,0.35
19950106,2.61,1.35,1.49,-0.18,1,1.45
19950113,1.54,1.04,1.56,1.32,0.84,1.6
19950120,0.3,1.14,0.73,0.13,0.24,0.23
19950127,-0.26,0.23,0.27,-0.03,0.39,1.44
19950203,1.13,0.4,0.89,2.05,1.48,2.16
19950210,1.67,1.57,1.66,1.91,1.13,0.88
19950217,0.79,0.34,0.57,-0.3,0.42,0.4
19950224,0,0.47,1.09,0.7,0.68,1.48
19950303,-0.53,-0.49,0.08,0.37,-0.45,-0.53
19950310,-0.54,-0.46,-0.36,0.49,0.2,-0.77
19950317,1.47,0.85,0.74,1.04,0.7,0.28
19950324,0.3,0.59,0.43,0.94,0.84,0.69
19950331,1.28,0.93,0.7,0.78,1.2,1.23
19950407,-0.47,0.39,0.92,-0.13,1.09,2.17
19950413,1.38,1.17,1.15,0.99,0.5,0.32
19950421,-0.47,0.07,0.52,-1.31,-0.33,-0.26
19950428,1.35,1.43,1.5,1,0.92,0.75
19950505,-0.21,-0.08,0.1,-0.17,0.43,1.12
19950512,0.92,1.1,1.17,2.38,1.7,1.2
19950519,0.01,0.18,0.66,-0.67,-0.65,-0.53
19950526,0.78,0.67,0.94,0.43,0.71,1.31
19950602,0.4,0.79,0.47,0.83,1.23,2.21
19950609,1.97,1.78,0.72,0.81,-0.53,-1.31
19950616,2.86,1.79,1.43,2.38,1.71,0.98
19950623,1.9,0.79,0.67,1.34,1.37,2.43
19950630,0.85,0.86,1.32,-0.55,-0.25,-0.49
19950707,1.82,1.45,1.52,3.3,2.61,1.81
19950714,2.72,2.11,2.15,1.04,0.61,0.99
19950721,-1.18,-0.47,-0.29,-1.73,-1.24,-1.23
19950728,3.48,2.35,1.97,3.59,2.08,2.17
19950804,0.09,0.47,0.51,-1.1,-0.15,0.02
19950811,0.83,1.53,0.69,0.14,-0.39,-0.18
19950818,2.53,1.44,1.95,2,1.52,1.69
19950825,0.94,0.51,0.95,-0.57,0.29,0.67
19950901,0.12,1.16,1.15,0.19,0.9,1.81
19950908,2.89,1.91,1.59,3.1,2.05,1.47
19950915,1.11,1.14,1.27,0.04,0.89,1.33
19950922,0.12,-0.49,-0.07,-0.05,-1.3,-1.04
19950929,-0.89,-0.24,0.19,-0.55,0.18,1.41
19951006,-3.28,-2.26,-1.57,-2.34,-0.99,-0.14
19951013,-0.63,-0.5,-0.13,0.51,0.75,1.33
19951020,-0.17,-0.02,0.41,0.38,0.03,-0.22
19951027,-2.6,-2.59,-1.96,-1.48,-2.37,-2.38
19951103,2.56,1.12,0.79,3.97,2.58,1.96
19951110,-0.13,0.42,0.3,0.19,0.38,0.08
19951117,-0.76,-0.33,-0.12,0.07,0.54,0.51
19951124,-1.11,-0.11,-0.06,-0.37,0.56,0.44
19951201,1.96,0.96,0.64,2.08,1.5,1.58
19951208,0.11,-0.22,0.28,0.34,0.73,0.8
19951215,-1.46,-0.4,-0.06,-2.08,-0.63,-0.38
19951222,-0.03,0.71,0.18,0.81,0.02,0.12
19951229,0.91,1.07,0.86,1.04,1.15,1.17
19960105,1.15,1.72,2.05,-1.6,-0.24,-0.65
19960112,-1.6,-1.26,-0.33,-2.78,-1.88,-1.63
19960119,-0.09,-0.26,0.13,0.97,0.59,1.42
19960126,2.43,1.76,1.39,2.66,1.8,0.49
19960202,2.71,2.02,1.37,3.23,2.22,2.02
19960209,1.03,0.97,1.43,3.07,2.26,1.79
19960216,0.75,0.52,0.8,-0.29,-0.23,0.32
19960223,1.38,1.53,0.74,2.11,0.96,0.35
19960301,0.73,0.01,0.8,-2.29,-1.47,-1.07
19960308,-1.87,-1.46,-1.23,-0.99,-0.89,-1.71
19960315,2.8,2.1,2.06,3.1,1.82,0.49
19960322,2.52,1.85,1.03,0.43,1.3,1.74
19960329,0.16,0.97,1.18,-0.62,-0.03,0.34
19960404,0.98,1.53,0.87,1.17,1.2,0.3
19960412,-0.79,-0.71,-0.08,-1.78,-1.86,-2.91
19960419,2.81,2.31,1.78,2.31,1.57,0.55
19960426,3.88,3.16,2.21,3.52,2.09,1.06
19960503,2.29,1.58,1.6,-0.84,-1.09,-1.25
19960510,1.57,1.3,1.48,0.81,1.02,1.61
19960517,3.11,2.34,2.44,2.71,2.2,1.9
19960524,2.97,2.54,2.02,-0.01,0.58,0.98
19960531,0.1,0.62,0.96,-0.73,-1.34,-1.28
19960607,-0.74,0.26,-0.21,-0.66,-0.23,0.31
19960614,-0.78,-0.63,0.1,-1.45,-0.79,-0.47
19960621,-4.05,-2.28,-1.41,-2.11,-0.31,-0.48
19960628,-0.53,0.01,0.04,0.17,0.54,1.31
19960705,-2.09,-0.7,-0.19,-1.72,-1.59,-1.86
19960712,-7.35,-4.06,-2.86,-4.24,-1.96,-1.99
19960719,-0.66,-0.71,-0.76,-0.91,-1.16,-1.36
19960726,-4.52,-2.79,-2.02,-0.91,-0.6,-0.67
19960802,2.9,2.21,1.24,4.1,2.88,3.1
19960809,1.26,0.89,0.6,0.81,0.82,1.02
19960816,-0.1,0.53,0.68,-0.18,1.38,1.23
19960823,0.8,0.54,0.81,0.81,0.6,0.38
19960830,1.02,0.96,0.93,-0.39,-0.63,-0.94
19960906,-0.41,-0.08,0.58,-0.17,0.16,0.03
19960913,1.81,1.28,1,4.06,2.17,2.39
19960920,0.5,0.51,0.45,1.63,0.57,0.56
19960927,0.95,0.67,0.5,0.82,0.74,-0.08
19961004,0.18,0.64,0.9,1.31,1.82,2.12
19961011,-0.61,0.21,0.32,-0.75,-0.18,-0.24
19961018,-1.07,-0.23,0.04,0.01,0.86,0.75
19961025,-2.57,-0.85,-0.3,-2.09,-0.82,-0.03
19961101,-2.47,-1.18,-0.66,-0.77,0.24,0.68
19961108,0.03,0.58,0.41,2.89,2.47,2.77
19961115,-0.2,0.71,0.61,0.74,1.48,1.47
19961122,-0.63,0.8,0.92,0.41,1.9,1.74
19961129,1.74,1.18,1.66,1.23,0.56,0.97
19961206,-0.46,-0.12,-0.76,-0.87,-0.98,-0.51
19961213,-0.38,-0.36,0.02,-1.82,-1.61,-0.55
19961220,-1.01,0.35,0.5,1.05,1.72,1.52
19961227,-0.89,-0.17,0.18,0.35,0.84,0.87
19970103,3.54,2.28,2.01,0.22,-0.47,-0.56
19970110,3.91,2.5,2.3,1.49,1.44,0.67
19970117,1.02,1.4,1.61,1.15,1.44,2.09
19970124,0.62,0.41,0.41,-0.42,-0.37,0.16
19970131,0.77,1.36,1.11,0.41,0.67,1.09
19970207,-0.69,-0.45,0.58,-0.96,-0.03,1.03
19970214,-0.83,0.07,0.95,1.87,2.17,2.43
19970221,-1.51,0.08,0.43,-2.11,-0.38,0.02
19970228,-2,-0.82,-0.3,-1.26,-0.82,-0.8
19970307,0.57,0.53,0.47,1.49,1.93,1.56
19970314,-2.07,-1.24,0.09,-1.06,-0.57,-0.97
19970321,-3.7,-2.08,-1.21,-2.7,-1.04,-1.71
19970327,-1.85,-0.89,-0.44,-1.4,-1.15,-1.28
19970404,-2.78,-2.21,-2.14,-1.86,-2.59,-2.13
19970411,-0.7,-0.32,0,-2.51,-1.21,-0.67
19970418,-0.88,0.18,0.29,1.05,1.87,1.74
19970425,-2.47,-1.21,-0.96,-1.67,-0.52,-1.73
19970502,4.01,3.12,1.82,7.95,5.4,4.81
19970509,3.56,2.58,1.52,2.37,1.48,1.68
19970516,1.12,1.14,1.37,1.19,0.93,1.2
19970523,2.61,2.26,1.62,2.83,1.38,1.22
19970530,1.17,1.52,1.44,1.74,0.7,1.22
19970606,1.98,2.39,2.04,0.44,1.28,1.36
19970613,0.1,0.87,0.98,1.89,2.6,3.17
19970620,0.36,0.69,0.97,1.17,0.99,0.74
19970627,-0.59,0.87,1.26,-0.55,-0.74,-0.54
19970703,0.93,1.43,1.41,2.45,2.4,1.96
19970711,1.29,1.23,1.01,1.48,0.77,1.2
19970718,1.02,1.3,0.84,0.89,0.09,-0.27
19970725,0.34,0.91,1.14,1.38,1.84,0.93
19970801,0.7,1.43,1.93,1.2,1.81,2.13
19970808,1.31,0.71,1.23,-0.51,-0.71,-0.71
19970815,-0.46,-0.17,0.2,-2.2,-1.45,-0.92
19970822,1.46,1.66,0.95,1.56,1.37,1.23
19970829,2.93,1.92,1.86,-0.06,0.59,0.07
19970905,2.44,2.28,2.45,2.73,2.34,2.55
19970912,2.61,2.33,2.72,0.33,0.69,0.89
19970919,1.92,1.6,1.77,2.05,2.58,1.82
19970926,1.71,1.81,1.86,-0.6,-0.01,-0.14
19971003,1.63,2.01,2.03,1.81,2.03,2.15
19971010,2.83,2.17,1.68,0.74,0.62,0.12
19971017,-2.76,-1.73,-0.89,-2.57,-2.24,-1.82
19971024,-0.78,-0.15,0.45,-0.24,0.1,-0.5
19971031,-3.73,-2.95,-2.22,-3.67,-3.48,-2.52
19971107,-0.37,-0.23,0.19,0.91,0.96,0.7
19971114,-3.08,-1.64,-1.31,-0.82,-0.93,-0.52
19971121,0.28,0.26,0.61,2.13,2.93,2.68
19971128,-1.59,-1.06,-0.47,-1.19,-0.37,0.03
19971205,-1.31,-0.15,-0.21,2.69,2.69,1.75
19971212,-5.63,-3.6,-2.21,-4.84,-2.54,-1.76
19971219,-2.69,-1.58,-1.16,-0.52,0.02,0.61
19971226,-1.33,-0.43,0.18,-0.77,-0.3,0.53
19980102,5.06,3.91,2.65,4.72,3.44,2.78
19980109,-1.89,-2.38,-1.63,-5.65,-5.56,-4.04
19980116,1.93,1.92,1.7,3.93,3.03,2.41
19980123,0.74,0.05,0.18,-0.09,-0.84,0.01
19980130,0.86,0.8,0.86,1.92,2.03,0.56
19980206,2.38,2.68,1.91,4.42,3.78,3.12
19980213,1.98,1.74,2.36,1.96,1.23,1.21
19980220,0.28,0.55,0.68,0.82,0.77,0.92
19980227,1.69,1.49,1.47,1.81,1.57,1.29
19980306,-0.12,0.83,1.08,0.59,1.12,1.31
19980313,1.81,1.41,1.48,1.79,1.01,2.33
19980320,0.83,1.13,1.85,0.87,2.15,2.44
19980327,1.38,1.43,0.88,0.6,-0.06,-0.62
19980403,1.64,1.46,1.34,1.6,1.76,1.8
19980409,-0.7,-0.34,0.28,-1.41,-1.13,-0.53
19980417,2.19,1.73,1.25,1.67,1.55,1.34
19980424,0.12,0.69,1.01,-1.26,-1.58,-2.08
19980501,0.33,0.72,0.6,1.32,1,0.9
19980508,0.89,-0.22,0.19,-0.58,-1.18,-0.63
19980515,-1.49,-0.61,-0.1,-1.23,-0.94,-0.91
19980522,-3.09,-1.88,-0.96,-1.69,-1,-1.07
19980529,-2.46,-1.7,-1.71,-1.83,-1.46,-0.63
19980605,-1.88,-1.16,-0.78,0.42,0.41,1.16
19980612,-3.19,-3.35,-1.99,-2.37,-2.69,-1.8
19980619,-0.93,-0.8,-1.17,-0.37,-0.96,-1.55
19980626,1.73,1.3,0.6,2.96,2,1.01
19980702,0.86,0.85,0.79,1.75,1.78,2.11
19980710,-0.04,0.03,0.02,0.97,0.01,-0.42
19980717,1.55,0.33,0.55,1.55,0.75,0.98
19980724,-3.55,-3.32,-2.66,-4.93,-4.81,-4.17
19980731,-4.53,-3.4,-2.33,-2.88,-2.6,-2.17
19980807,-3.23,-2.48,-2.23,-1.46,-2.05,-1.39
19980814,-3.16,-2.53,-2.25,-3.07,-3.49,-1.59
19980821,-3.13,-2,-2.63,-0.24,-0.53,-0.03
19980828,-10.62,-8.22,-7.63,-8.27,-8.31,-5.46
19980904,-5.3,-4.85,-5.32,-4.13,-2.79,-2.93
19980911,1.1,0.69,0.6,3.56,2.12,1.86
19980918,2.33,1.89,1.59,2.25,2.45,3.21
19980925,2.09,1.24,1.15,2.21,0.93,1.47
19981002,-4.98,-3.36,-2.79,-6.93,-3.93,-3.42
19981009,-10.96,-9.59,-8.75,-5.71,-5.51,-5.09
19981016,6.77,5.41,3.7,11.08,9.11,6.09
19981023,11.42,7.53,6.66,4.63,3.65,2.35
19981030,6.47,4.75,4.63,4.44,3.78,2.15
19981106,7.98,5.68,4.8,6.09,5.3,4.97
19981113,-0.18,-0.32,0.38,-2.11,-2.04,-1.24
19981120,1.03,0.62,0.79,2.9,1.62,1.11
19981127,3.55,1.43,3.15,2.02,1.26,1.51
19981204,-1.01,-0.59,-0.49,-1.51,-2.28,-0.63
19981211,-1.54,-1.2,-1.3,-0.65,-1.59,-1.88
19981218,-0.93,-0.98,-0.51,0.92,-0.2,0.14
19981224,1.32,0.87,0.43,3.43,1.61,1.27
19981231,4.72,3.45,3.94,3.82,3.65,3.18
19990108,6.49,4.49,5.64,2.65,2.63,2.13
19990115,2.27,0.83,1.31,-1.53,-2.61,-2.8
19990122,0.68,0.39,1.18,-1.85,-1.97,-1.57
19990129,0.83,0.61,1.4,1.82,-0.05,-0.14
19990205,-0.74,-1.55,-0.29,-2.5,-0.82,-2.11
19990212,-3.14,-1.53,-1.43,-1.68,-2.31,-1.98
19990219,-2.18,-1.51,-1.58,-0.68,-0.08,0.95
19990226,-0.49,-0.39,-0.29,-0.02,-0.42,0.54
19990305,-1.22,-0.02,-0.69,1.83,2.29,1.79
19990312,-0.22,0.32,0.02,0.61,1.1,0.31
19990319,-1.05,-0.96,-0.63,-0.57,0.16,0.35
19990326,-0.08,-0.51,-0.07,-0.23,-1.15,-1.15
19990401,0.09,-0.14,-1.33,1.2,-0.07,0.07
19990409,0.23,1.3,1,0.93,1.28,0.14
19990416,3.72,3.7,3.14,2.62,5.16,4.38
19990423,1.83,2.68,2.46,3.07,1.85,2.96
19990430,2.4,1.99,2.89,0.5,2.06,0.95
19990507,0.36,1.38,1.44,1.26,2.49,2.75
19990514,3.2,2.13,2.47,1.12,0.38,0.36
19990521,2.72,1.85,2.16,1.32,0.65,1.3
19990528,-1.77,-0.92,-0.7,-2.13,-1.75,-1.49
19990604,-0.02,0.27,-0.03,1.73,0.65,0.87
19990611,0.31,-0.05,0.76,-0.97,-1.36,-1.15
19990618,0.64,0.76,0.42,2.45,1.74,2.47
19990625,0.31,0.7,0.52,-1.11,-1.76,-1.01
19990702,5.16,3.52,2.85,5.86,2.91,2.96
19990709,1.37,1.36,1.34,0.49,0.03,0.23
19990716,2.51,2.17,1.54,1.4,0.6,1.42
19990723,-2.77,-1.52,-0.84,-4.09,-1.75,-2.53
19990730,-1.84,-0.8,-0.46,-1.53,-1.65,-1.11
19990806,-5.3,-3.21,-2.46,-4.23,-1.95,-1.47
19990813,0.59,0.27,-0.4,2.36,0.47,1.88
19990820,1.03,1.14,0.52,0.54,0.27,0
19990827,0.85,0.01,-0.19,0.22,-1.35,-2.03
19990903,0.84,0.38,0.37,0.99,-0.23,-0.44
19990910,2.25,0.66,0.75,0.81,-0.33,0.42
19990917,-0.9,-0.41,-0.13,-1.41,-2.02,-1.18
19990924,-3.22,-2.61,-2.37,-3.8,-4.84,-4.83
19991001,0.52,0.4,-1.31,0.52,0.72,-0.76
19991008,1.15,0.13,-0.13,3.7,1.29,1.1
19991015,-3.11,-2.49,-2.37,-5.26,-3.93,-2.46
19991022,0.67,-0.47,-0.53,2.95,1.96,1.04
19991029,1.86,1.61,0.73,4.31,4.21,3.53
19991105,3.74,2.44,1.61,2.68,1.24,2.25
19991112,5.49,2.28,1.93,2.22,-0.12,0.2
19991119,5.33,2.25,2.87,3.2,0.22,0.85
19991126,2.32,2.48,1.56,-0.27,-2.71,-2.49
19991203,1.82,0.82,0.6,1.65,0.53,1.15
19991210,4.39,1.21,0.42,-0.48,-3.17,-2.79
19991217,1.49,-0.23,0.48,-0.11,-0.88,0.87
19991223,2.79,1.14,0.47,3.37,1.71,1.27
19991231,5.34,4.34,4.06,2.75,2.32,2.55
20000107,1.97,1.05,2.93,-2.11,-1.01,-1.73
